,whole_brain,cortical_gm,combined_cerebral_wm,frontal,temporal,parietal,occipital,insula,thalamus,caudate,putamen,pallidum,hippocampus,amygdala,accumbens_area,ventraldc,cingulate,cerebellum,cerebellum_white_matter,cerebellum_cortex,lateral_ventricle,inf_lat_vent,total_lateral_ventricle,HippocampusOccupancyScore,subject
128,907797.8166208845,356578.6657825039,380001.448585841,128426.0534387518,83742.41672162528,78413.56899387448,36145.681153328085,11032.594436348088,12376.811367672453,6539.637665891891,7984.696592064267,3570.9728175600794,5691.055709245686,2529.967870744707,874.3069553319223,7192.709632526641,18818.35103857614,113225.66621533499,22440.430853525177,90785.23536180981,45609.73666981236,3786.719806537631,49396.45647634999,0.6008172696930039,OAS1_0028_MR1
103,1272451.0449908613,550333.5248836267,484096.11226767616,198333.22286721566,136306.4780361433,123008.02571555719,54901.26319511108,12141.856379676232,18321.0010639856,9374.875521040447,11951.8343893844,4900.783749620441,8647.372558208353,3687.249811619523,1376.1159296946537,9654.077506776102,25642.678689923305,157511.07995280658,30475.548443013453,127035.53150979313,13141.015328629504,1444.029926224948,14585.045254854453,0.8568750394586392,OAS1_0029_MR1
295,981239.9438687481,427963.13613549294,380574.9445565413,141217.55178523803,104927.81063926991,101208.31882929761,49738.77045886127,11189.688428322204,12470.450362888465,7081.234638221866,9962.777491004714,3908.8278002991706,6819.868651574974,2941.2248497337127,906.2059537022121,6825.013651312118,19680.99599450387,112760.90123907969,20379.000958843008,92381.90028023667,21973.9508773575,1469.0689249457132,23443.019802303214,0.8233049453067008,OAS1_0030_MR1
171,782170.6430391385,328031.1202409894,316311.1538397589,125661.81657997583,67352.50555898089,71568.66134357874,39082.447003289606,9694.20850472582,9966.893490794428,6361.2776750042485,7758.659603612429,2993.7038470525767,4023.3897944462333,1541.4419212481987,462.70697636044065,5861.8697005188515,14671.481250438464,88369.48648522969,14178.93327560259,74190.55320962709,82129.97380400449,9872.91149559594,92002.88529960043,0.28925356203377384,OAS1_0031_MR1
309,973554.6862613857,405391.33628867933,398312.5026503348,142726.40870815096,98283.90097870526,93488.07522372252,39550.98497935215,11413.667416879187,12902.63034080852,7139.20163526035,8507.085565375572,3686.9068116370468,5874.560699870472,2927.8478504171394,748.7689617456203,7132.341635610825,19928.298981869237,109835.45438853987,21475.57190281953,88359.88248572034,60201.29892433385,4733.742758154514,64935.04168248837,0.5518637308914338,OAS1_0032_MR1
230,881348.7449721595,330548.39711238246,384918.01033465535,109015.34143043919,85608.67962627846,78141.22700778836,31351.570398257754,10049.5564865712,12876.905342122802,6418.558672077779,10489.62546408821,4088.9027910991936,6110.201687831644,2261.055884483339,808.4509586964853,6768.418654203539,16382.022163047446,105984.25058529672,22100.51787089123,83883.73271440549,25859.454678848288,2506.643871936323,28366.098550784613,0.7094490879695619,OAS1_0033_MR1
400,1122785.7466372158,461158.3314395604,469399.59201851685,155817.68903932144,113509.32720084282,109247.5524185756,51154.67438652317,11344.381420418986,14531.880257570636,6243.971680997376,9418.436518814928,3714.689810217622,7307.271626673704,3379.2358273558643,1114.7499430477628,7659.875608659273,20084.706973878398,129483.52238472603,24457.613750467914,105025.90863425811,10283.482474619992,1793.2039083857549,12076.686383005748,0.8036505844912307,OAS1_0034_MR1
141,879239.9810798956,355854.2498195141,366595.29427075735,123094.11871115872,83702.97172364051,83641.57472677727,35704.58317586365,10654.60845565928,11461.001414460907,5998.383693544392,7501.4096167552525,3287.6548320347097,5531.903717376714,1826.817906668426,856.8139562256342,6069.041689934496,19056.393026414647,103909.44369129796,22109.435870435613,81800.00782086235,52339.39632599609,1854.2579052665246,54193.65423126261,0.7495856953829916,OAS1_0035_MR1
425,1015664.1081100282,394381.0368511922,419019.7545924075,146873.62149627114,96934.19604766126,83175.78075057453,39113.31700171247,9956.260491337664,14847.783241431247,6421.30267193759,9646.531507161624,4122.173789399389,6836.332650733833,2949.113849330666,941.5349518972642,8353.42157322622,18327.861063635122,136591.51102158104,27110.718614921592,109480.79240665946,18643.42104751326,1676.240914361359,20319.66196187462,0.8038499903426124,OAS1_0037_MR1
297,1077431.201954366,459890.60350432823,413015.19689917855,155684.60504612065,117793.05398198852,112245.3722654179,44205.151741572176,10440.576466594108,15514.918207347524,7864.989598180062,10733.155451646337,4489.869770613912,7291.836627462273,2985.814847455623,1187.4659393327245,8258.410578080304,19521.844002634898,137019.2319997289,24789.63773350491,112229.59426622398,11847.905394694099,1291.0519340405474,13138.957328734647,0.8493105268258536,OAS1_0038_MR1
179,969454.1214708823,377907.0906928411,406499.2262320776,127902.97846547552,96802.14105440793,87155.26654726382,38243.812046135215,10871.041444601782,12326.390370248446,8079.364587227708,9630.067508002765,4154.072787769678,6156.16368548346,2747.0868596521636,914.0949532991655,7885.22659714616,16931.85113495685,120991.5288185794,23853.24778134479,97138.28103723461,66221.97761673921,3922.8907995806967,70144.8684163199,0.6111683769070237,OAS1_0039_MR1
63,943920.173775404,384484.4583568054,391180.8470146889,130682.99332344544,95688.42011130758,85645.38062440342,44729.94171476081,9371.445521215684,12964.71333763672,5737.017706897501,9441.760517623312,3601.156816017988,6934.430645722037,2717.588861159207,986.1249496191747,7258.565629162078,18366.277061672463,109154.59942332454,22856.146832286373,86298.45259103816,10679.647454380043,1347.646931149126,12027.294385529169,0.837992031444361,OAS1_0040_MR1
395,913579.0813255212,348356.27020258363,387642.1161954816,128146.16545305119,69587.8364447785,81201.8158514238,44020.61775099997,8702.252555404551,13422.275314260016,6657.972659846192,8198.042581164485,4069.3517920980485,5438.607722143177,1479.015924437524,566.2929710682635,7250.333629582648,16697.582146925582,118033.15396972188,24005.882773546713,94027.27119617516,39909.07696105733,5178.956735408668,45088.03369646601,0.52312954287316,OAS1_0041_MR1
328,1179071.7007615839,451008.61895810615,533630.4547369815,160269.48581188047,106770.74954511473,96828.2090530761,48064.58754439477,14254.736271729838,14908.494238329542,9023.300539002306,10828.50944677473,4318.712779358271,6470.694669414168,2961.4618486998106,1172.7169400862463,8206.617580726392,24820.850731910246,123491.31269086621,23775.043785340207,99716.268905526,48195.270537718214,6074.872689636592,54270.143227354805,0.5157339453623082,OAS1_0042_MR1
286,1151536.3481683566,515539.94966121996,435063.57877273345,178910.5058595164,126656.17352917443,117128.66301593205,57405.84906715255,12811.392345469842,14933.533237050306,6933.4016457746075,11735.058400459417,4357.128777395609,6718.3406567620095,3578.17581719208,1196.7269388595828,7732.9346049267115,22627.365843974727,134797.62111323033,23172.049816146988,111625.57129708334,12515.383360592852,1367.5409301327477,13882.924290725601,0.8309202937148084,OAS1_0043_MR1
8,1020280.2018741932,419698.55155772803,416005.12774642394,151470.16426143516,103883.03269264729,86677.12457169194,47598.10756822709,10375.063469941148,14492.778259568346,5746.964706389312,9651.676506898768,4011.727795042041,7814.911600738531,3131.932839990499,1060.5559458165176,7846.124599143868,19695.058993785395,121295.42680305336,24343.737756285806,96951.68904676754,6747.8386552549655,1505.7699230706703,8253.608578325635,0.8391441088834575,OAS1_0044_MR1
137,1166105.9584239991,499810.9994648073,482369.10735590826,180417.30478253448,115448.99210174591,116013.91307288429,52824.74130119995,11524.113411236533,17030.635129910006,7190.651632631784,9703.46950425268,4263.489782179597,6060.1236903901145,2959.4038488049528,1103.7739436085233,8116.408585335142,23581.934795206085,117599.25899188945,23605.601793996946,93993.65719789249,11042.5414358399,1768.8509096299424,12811.392345469842,0.7740573580046455,OAS1_0045_MR1
180,970468.3724190644,380230.2295741526,421799.0834504125,133629.3631729163,80823.14387077003,90426.80038012215,47292.151583858285,8619.589559627779,13092.995331082831,6058.0656904952575,8751.30155289865,3933.52379903746,6640.136660757427,2501.4988721991795,920.2689529837378,7065.7996390104345,19439.181006858125,110030.96437855133,21808.624885803954,88222.33949274739,18014.359079651847,2888.7458524148487,20903.104932066693,0.6954743994346009,OAS1_0046_MR1
101,965321.3146820262,399499.62558968505,375218.3138302099,136168.24904320537,98634.44696079596,92556.48727131708,40867.07591211346,11279.2114237485,11698.014402351984,5863.927700413708,8480.674566724902,3526.7258198206455,7100.442637240534,2728.221860615971,748.0829617806679,7036.987640482431,19994.154978504674,133410.52918409643,24900.426727844737,108510.10245625171,23671.11479064991,2487.7788729001304,26158.893663550043,0.7436374707378937,OAS1_0047_MR1
31,1083003.5796696749,456421.84468154603,419944.4825451635,158017.00492695902,113812.53918535181,104107.35468118676,49664.68246264641,9649.961506986387,14754.830246180189,6515.97066710103,9842.72749713803,3691.3658114092377,6710.794657147531,3026.2888453878186,1184.7219394729145,8003.904591082937,21170.30191841568,142419.7667238172,26153.40566383042,116266.3610599868,6118.433687411074,1865.2339047057644,7983.667592116839,0.7825344771067608,OAS1_0049_MR1
85,1020134.4268816408,423406.0383683136,407085.75620211195,150519.71130999352,100974.39284124883,95304.60313091667,47787.78655853645,9655.10650672353,14338.085267471564,7766.548603209383,10483.451464403637,4057.6897926938564,7615.628610919839,2981.355847683432,1131.5569421890982,7417.0316210660985,19164.43802089466,124500.41863931129,23564.098796117323,100936.31984319397,12293.462371930727,1924.2299016916768,14217.692273622404,0.7982995636911339,OAS1_0050_MR1
186,1132970.1021169,487440.01909683703,456603.6346722585,165479.99854567694,118936.6159235643,121687.47578302369,47349.7755809143,12067.082383496414,14771.980245304,7844.409599231488,11001.038437960275,4123.202789346818,7397.137622082478,3357.283828477385,1091.4259442393786,7856.414598618156,21919.0708801613,123487.88269104145,23181.310815673845,100306.5718753676,12665.960352899918,1544.1859211080086,14210.146274007928,0.8275117120499007,OAS1_0051_MR1
298,932751.4083460128,396440.751745962,372208.83198396344,146728.87550366618,91826.58330860765,89160.44444481988,39536.57898008815,9771.72650076545,11071.010434385427,7755.572603770142,9193.771530292996,3663.925812811139,6083.104689216023,2161.2428895827547,1037.2319470081338,6541.695665786749,19416.543008014694,107085.96652901039,20005.816977908864,87080.14955110152,36043.12415856769,2889.774852362277,38932.89901092997,0.6778529318399626,OAS1_0052_MR1
20,836467.5402651265,329328.689174697,343937.74442832475,110654.8813466756,80864.64686864967,79631.90493163008,31645.178383257415,10825.422446932444,10834.340446476825,5960.9966954544825,7566.922613408214,3485.908821905973,4965.267746325973,1996.9458979766384,751.1699616229539,6215.502682451849,15706.65519755174,110156.8453721201,20300.796962838427,89856.04840928168,36846.77311750951,2720.3328610190174,39567.10597852853,0.6461611466002917,OAS1_0053_MR1
222,1190386.58418351,527731.8840383377,456708.24966691376,179478.51383049705,130700.14332256923,123519.09568944678,57045.01308558755,12073.256383180986,17260.78811815156,7038.702640394813,12185.760377433191,4686.065760590318,8287.565576590783,3567.8858177177935,1151.45094117272,8505.370565463192,24915.861727056166,134890.91710846388,26381.15765219464,108509.75945626924,9554.607511857994,1722.888911978127,11277.49642383612,0.8278958209022577,OAS1_0054_MR1
28,1092903.5881638867,471075.8329328783,423226.3063774961,167524.96444120025,116680.01903885315,105978.76258557709,48026.85754632238,10901.568443042168,15431.912211588275,8034.431589523321,9549.805512103327,3892.7068011227875,7399.881621942288,3400.844826251867,1048.5509464298495,7778.55360259605,21963.660877883212,134535.226126636,26185.647662183186,108349.57846445282,14975.722234894884,1319.5209325860749,16295.243167480958,0.8486862656977647,OAS1_0055_MR1
10,807547.4967426427,316126.96284916915,326626.8783127316,123982.48866577218,73596.82023996073,65236.538667084984,27886.241575300355,9472.287516063698,10810.330447703489,6541.695665786749,8948.183542840012,3294.857831666711,4359.186777290466,1866.9489046181457,801.2479590644843,6285.131678894525,15952.5861849872,111518.55530255075,19103.38402401389,92415.17127853687,39244.685995000866,3436.859824411872,42681.54581941274,0.5605085937697318,OAS1_0056_MR1
234,1011156.059340343,440933.6804728317,377254.3617261888,165715.63953363814,109885.18938599894,101448.07581704852,34440.628240438724,9962.09149103976,15659.321199970018,6832.559650926595,10317.096472902664,3983.2587964965137,7394.736622205144,3196.073836713555,1080.1069448176631,7673.9386079408,19482.056004667655,128776.94242082498,22768.33883677246,106008.60358405253,15119.782227534903,1806.5809077023282,16926.36313523723,0.8036699626846435,OAS1_0057_MR1
162,1159389.33276715,460926.12045142404,494000.5797616599,161417.16375324596,114835.02213311347,104343.68166911288,46433.622627720266,11990.93638738669,15788.975193346036,7674.624607905751,10116.441483154067,4616.093764165167,8007.3345909077,3518.1508202587393,1244.4039364237797,8764.33555223275,21905.69388084473,134283.80713948095,29647.203485333346,104636.60365414759,18405.379059674757,2184.223888408663,20589.60294808342,0.7889413186391676,OAS1_0058_MR1
423,1036098.6750660321,464227.4952827578,395652.8807862141,164555.95659288598,114041.66317364594,108614.37445092449,44978.61670205609,11279.554423730977,14426.579262950432,7529.192615335828,9711.358503849633,3952.045798091176,7005.7746420770945,2807.4548565679806,1109.9479432930955,7614.256610989934,20757.329939514297,113789.21518654344,21975.66587726988,91813.54930927354,16604.972151657,1789.7739085609926,18394.746060217993,0.7964486793808934,OAS1_0059_MR1
123,1053150.5761948559,415969.4557482464,441876.93042464135,152802.71919335535,100726.74685390099,90379.46638254041,39955.03895870915,10591.496458883652,13792.71529533435,6648.7116603193335,9154.669532290704,4205.865785123589,6102.655688217168,2758.4058590738796,895.9159542279251,8116.751585317617,21513.987900856868,129219.75539820181,26467.250647796172,102752.50475040563,33509.04028803327,2906.5818515036126,36415.62213953688,0.67738033777558,OAS1_0060_MR1
17,1349967.6690305604,570925.5288315875,525347.6911601454,199499.76580761734,142903.73969909118,125659.07258011602,61875.48183880036,14718.129248055231,18822.810038348332,7858.4725985130135,12003.62738673831,4744.718757593755,8534.868563956148,4057.003792728904,1375.7729297121773,9804.311499100693,26269.33965790738,173842.33811844754,34657.4042293637,139184.93388908386,9691.464504866011,1169.2869402614842,10860.751445127495,0.8795168225891485,OAS1_0061_MR1
310,1356122.4607161141,578765.8224310293,525104.1611725873,202714.01864340215,143260.80268084892,128562.56743177734,62507.97380648654,14946.567236384402,18943.20303219749,7830.689599932439,11810.861396586664,4627.412763586883,8409.673570352323,3981.543796584133,1310.9459330241689,9706.556504094966,26773.89263212993,172982.7801623621,34555.87623455074,138426.90392781136,9639.328507529623,1148.70694131291,10788.035448842533,0.8798600842508422,OAS1_0061_MR2
110,1010959.1773504014,418590.3186143474,406185.72424809425,144865.69959885525,104067.56668321951,97791.69600385184,40368.01093761054,11368.734419174798,12101.382381744035,7173.501633507973,8471.413567198044,3753.4488082374364,6313.2576774575755,3206.0208362053654,945.9939516694553,6732.746656026011,20128.61097163536,127765.09247252007,22967.278826608675,104797.8136459114,31581.380386516834,2678.1438631744404,34259.52424969127,0.7022692940388156,OAS1_0062_MR1
233,1263561.1714450424,506175.70713963633,543714.3112218003,177830.74191468122,119694.30288485429,116272.87805965386,53836.24824952237,13207.90032521237,16610.11715139414,6914.536646738416,10751.334450717575,4400.689775170091,8661.092557507403,3530.84181961036,1211.1329381235846,9258.94152696348,25333.63570571222,142144.3377378888,27693.81858513119,114450.51915275762,16101.448177381884,1940.3509008680596,18041.799078249944,0.8169816253695084,OAS1_0063_MR1
353,1086749.8254782802,443102.12636204646,466997.56314123585,152525.918207497,110546.4933522131,96783.27605537172,50409.33542460231,12347.313369179497,14164.870276321064,7332.31062539447,8074.905587455517,3576.8038172621755,7370.726623431807,3217.6828356095575,867.4469556823976,7169.385633718257,20489.789953182833,115929.53507719515,23599.0847943299,92330.45028286523,35785.18817174557,2438.3868754235527,38223.57504716911,0.7516822066438611,OAS1_0064_MR1
226,750945.296634432,325625.318363901,302009.76957041223,115905.5250784218,78465.01899124592,74979.45316932243,31972.057366557267,7967.20359295798,8455.978567986615,3691.7088113917143,4876.430750864629,2091.9568931225554,5337.765727295165,2257.2828846761004,444.8709772716764,4926.8517482886355,16336.06016539563,84463.7456847728,13983.08028560866,70480.66539916414,49057.572493663465,4656.910762079839,53714.48325574331,0.5369920903983514,OAS1_0065_MR1
276,895429.9232527561,346808.9972816333,391772.86498444295,125169.61160512242,82763.4947716381,76156.62910918087,36625.195128829866,8853.172547694094,12069.14038339127,6226.821681873565,8599.352560661679,3648.833813582185,5291.803729643349,2394.8258776490707,884.5969548062093,6462.462669834738,17240.894119167937,102232.85977695414,20459.948954707397,81772.91082224673,19048.84702680017,1565.4519200215352,20614.298946821706,0.7717435156204189,OAS1_0066_MR1
335,1004706.2876698597,416633.8467143028,428145.61212617025,130516.29533196197,100540.49786341639,101162.01383166332,54364.468222535776,11066.20843463076,12560.659358279714,6098.196688444977,8147.964583722955,3385.0668270579604,6421.645671920066,2689.4628625961564,766.9479608168608,6778.708653677826,18984.36303009464,104119.7026805559,21579.50089750983,82540.20178304607,38503.463032869724,2481.261873233082,40984.72490610281,0.7217467227743661,OAS1_0067_MR1
93,1086064.854513275,427082.6551804764,455406.9077333989,152247.74522170878,106245.95957192607,93355.6772304867,45593.2726706535,11552.239409799586,15318.379217388641,7290.4646275323685,9670.198505952485,4431.902773575428,7149.834634717112,3493.4548215204504,988.8689494789846,8179.863582093245,18087.761075901763,133496.96517968044,29080.567514282608,104416.39766539785,11527.543411061295,1574.3699195659174,13101.913330627212,0.8194799426211947,OAS1_0068_MR1
