,csf,3rd_ventricle,inf_lat_vent,4th_ventricle,frontal,temporal,parietal,occipital,insula,thalamus,caudate,putamen,pallidum,hippocampus,amygdala,accumbens_area,ventraldc,cingulate,cerebellum,subject,brain_stem,parietal,lateral_ventricle,total_cerebral_white_matter
98,1729.7489116276515,2410.9468768254537,3908.4848003166944,1405.2709282051335,122780.95972715791,63916.33173453395,77927.1950187232,42543.6598264573,8713.914554808744,11604.032407153496,5146.714737055901,7065.456639027959,3360.0278283371954,3738.0138090260057,1366.1689302028428,740.1939621837146,6735.833655868297,17469.33210749711,119113.60391452203,OAS1_0308_MR1_mpr-3,18994.996029551403,77927.1950187232,35180.82220262244,385206.4733199178
103,1049.5799463772782,833.1469574347741,1888.214903531672,2509.0448718136568,181041.56475064124,118700.63193562065,114377.46015649017,42615.00382281235,12282.829372473963,15640.456200933826,7815.94060068596,10808.615447791108,4374.621776501897,7044.876640079385,3130.5608400605943,1193.639939017297,8395.953571053273,22962.819826836487,133522.69017836615,OAS1_0193_MR1_mpr-3,21840.18088419177,114377.46015649017,19427.519007453935,406100.66025244014
122,1152.4799411201486,1051.9809462546118,1770.2229095598473,1730.091911610128,162730.167686165,109263.673417752,111353.91531096218,49795.36545596985,12825.798344733845,16659.166148888242,7871.849597829587,11557.041409554251,4723.109758697752,7078.147638379579,3254.0408337520385,1239.9449366515885,8344.503573681837,21268.05691342141,123732.78467852948,OAS1_0409_MR1_mpr-3,20712.739941792384,111353.91531096218,13301.882320410858,464957.39924546715
127,1101.3729437311897,1601.4669181815398,2411.28987680793,1457.063925559045,133393.3791849726,88654.17647068496,101701.89580408092,38021.89105747309,9202.003529872425,11939.143390032777,5686.596709473495,7101.128637205487,3164.8608383082174,5334.678727452878,1927.659901516439,708.9809637783771,6129.7526868327905,18002.011080282704,109599.81340057871,OAS1_0201_MR1_mpr-3,16597.42615204252,101701.89580408092,41050.23790275577,395896.06777378975
129,930.901952440501,736.4209623764759,1308.5449331468353,1223.1379375102529,151270.8812716165,104025.37768537494,96889.26304995688,48590.74951751331,9985.415489848143,12984.950336602817,6154.105685588604,9274.37652617491,3446.4638239212063,5977.117694630866,2878.4558529405613,927.4719526157386,6733.0896560084875,18123.43307407929,112387.71725814554,OAS1_0249_MR1_mpr-3,15843.16919057728,96889.26304995688,14682.800249860178,376983.0487400501
134,1482.7889242447627,2260.3698845183867,2360.8688793839233,2188.6828881808538,147668.0094556861,110156.50237213762,102362.17077034767,46901.81760380034,11671.94640368379,14514.730258446823,7113.476636574631,10210.080478370077,4479.579771139625,7466.423618542676,3187.8418371341254,920.9549529486901,8270.072577484494,22900.050830043336,132971.14620654436,OAS1_0256_MR1_mpr-3,22501.827850388425,102362.17077034767,51097.05038946716,416412.6117256057
135,1006.7049485677488,2249.7368850616235,3645.4038137574225,2323.82488127649,114782.5431357946,74668.35218521648,74007.0482190023,37310.50909381738,7327.165625657326,10457.040465752967,4943.315747447495,6920.710646422987,2894.576852116945,4918.619748709205,2156.0978898456115,710.6959636907583,5667.04571047235,16707.186146434917,109339.47641387922,OAS1_0352_MR1_mpr-3,16326.11316590382,74007.0482190023,28408.28754862919,297831.6867838693
136,1353.8209308336984,2400.6568773511667,3716.404810130003,3425.1978250076795,142976.45569537615,96382.99507582193,88857.57546029336,31960.395367153076,11817.035396271238,12721.869350043544,7424.577620680577,9086.069535795457,3658.4378130915193,5931.498696961527,2459.3098743546025,846.8669567338235,6803.7476523985915,18630.387048179164,104491.85766154263,OAS1_0019_MR1_mpr-3,19733.817991805212,88857.57546029336,55118.38218401854,372875.62394989724
139,1382.289929379226,1130.870942224146,2089.555893245222,2080.2948937183633,149745.21734956215,103969.46868823131,100656.08885751088,42525.13782740358,11787.194397795807,12875.533342192899,6981.078643338805,9146.0945327288,3871.0978022267846,6195.951683450703,2884.2868526426573,1010.8209483574637,7038.702640394813,21817.885885330812,115580.36109503434,OAS1_0139_MR1_mpr-3,18863.97003624548,100656.08885751088,22558.422847497004,446076.9652100628
143,1067.0729454835662,887.3409546660191,1520.5189223171483,2526.1948709374687,173236.6001493945,122868.42472268938,122953.14571836099,55754.64715151195,12239.268374699483,17289.60011667956,9125.171533797748,11619.124406382449,4424.699773943427,7441.384619821912,3421.7678251829175,1190.2099391925344,8460.780567741282,22062.444872836368,149912.94434099304,OAS1_0416_MR1_mpr-3,19738.2769915774,122953.14571836099,11810.175396621713,469795.7569982769
145,1580.2009192680132,1891.6449033564343,2658.5928641732953,2233.2728859027643,160864.59078147673,108278.92046806272,96202.57708503945,44062.80674884454,14333.283267716895,12873.132342315565,7624.203610481745,9143.350532868988,3534.2718194351223,5861.183700553898,2531.6828706570886,1044.0919466576584,7165.955633893495,20814.26793660535,122018.12776613078,OAS1_0335_MR1_mpr-3,20824.557936079636,96202.57708503945,50430.601423515836,409090.5910996855
146,1066.3869455186136,787.1849597829587,1658.747915255071,1653.9459155004038,168104.29141160264,103319.14072145638,103568.84470869906,53137.557285218274,10854.234445460446,15532.411206453813,7641.010609623081,9818.374498382218,4129.033789048914,5877.304699730282,2393.1108777366894,1016.6519480595596,7430.408620382672,19273.85501530458,130109.49735274515,OAS1_0413_MR1_mpr-3,19050.219026730076,103568.84470869906,14376.158265526425,437311.60065788263
149,1067.0729454835662,861.6159559803016,1776.7399092268956,1155.5669409624347,190452.1122698592,115988.87407416353,116314.38105753346,57438.43406548778,12400.135366480838,15350.964215723885,8481.703566672331,10663.52645520366,3935.23879894984,7754.200603840238,3038.636844756963,1380.917929449321,7720.586605557567,23373.733805843018,117454.169999302,OAS1_0348_MR1_mpr-3,18526.80105347134,116314.38105753346,12500.634361346372,440981.01447041344
150,912.0369534043081,898.3169541052587,3296.572831579092,1652.916915552975,155249.68106834078,103934.48269001872,100747.66985283204,47219.778587555804,10117.12748311902,14992.52923403622,6915.222646703368,9960.033491144903,3729.7818094465765,7288.4066276375115,2496.01087247956,947.7089515818365,7640.324609658128,21122.96792083396,122054.1427642908,OAS1_0208_MR1_mpr-3,18984.706030077115,100747.66985283204,10713.947452627666,392054.1249700734
151,1415.2179276969443,2461.3678742494603,3777.1158070282963,1755.130910330893,136185.0560423467,93015.0782478878,79329.03594710356,34840.56622000602,13001.414335761678,11724.768400985131,7162.182634086257,8272.473577361829,3668.7278125658063,5284.257730028872,2202.7458874623794,741.5659621136194,6018.277692528014,18181.400071117772,104240.78167437002,OAS1_0267_MR1_mpr-3,15907.310187300336,79329.03594710356,54210.46123040395,342427.51550548186
154,834.8619573471552,583.4429701920752,1241.6599365639695,1271.500935039402,172782.81117257848,114607.27014474926,115238.733112488,49332.31547962694,11649.651404822835,16357.669164291634,9194.457530257947,11839.330395132192,4454.197772436384,7810.109600983864,3242.721834330323,1270.128935109497,8772.567551812179,23401.859804406067,152717.9981976837,OAS1_0230_MR1_mpr-3,22618.447844430346,115238.733112488,18780.621040503756,474341.19276605203
155,1705.0529128893627,2084.410893508078,5661.55771075273,1632.6799165868772,139361.9218800416,86655.51557279594,97588.98301420838,39484.09998276928,11845.16139483429,11623.240406172165,6895.671647702222,8465.925567478425,4236.049783581499,4085.4727912744315,1839.5089060200467,911.0079534568794,6609.952662299518,19413.799008154885,98158.7059851014,OAS1_0273_MR1_mpr-3,16811.115141125214,97588.98301420838,41408.32988446095,349842.48912665306
157,1359.6519305357942,1977.0518989930167,4151.328787909868,2258.3118846235293,147418.99146840835,101471.05681587441,89161.13044478484,46661.03161610202,14532.223257553112,11754.952399443038,7568.637613320595,8681.329556473502,3746.931808570388,6534.835666137224,2688.7768626312036,799.1899591696268,7305.213626778846,20209.558967499746,85663.90262345714,OAS1_0317_MR1_mpr-3,20502.137952551977,89161.13044478484,35268.63019813636,355281.0968487963
162,897.6309541403062,779.6389601684815,1887.5289035667197,1353.477930851222,162345.32170582667,112185.69026846703,102378.29176952406,51128.2633878725,10694.396453626521,16224.585171090854,7219.120631177312,9695.923504638202,3987.031796303752,6936.83164559937,2884.2868526426573,976.5209501098402,8420.306569809087,17823.30808941258,138401.17892912566,OAS1_0140_MR1_mpr-3,20992.284927510515,102378.29176952406,10413.13646799601,413361.2838814971
173,1682.4149140459313,1570.2539197762026,3924.2627995106013,1601.8099181640162,143153.10068635142,89998.7364019918,90465.21637815947,34661.863229135895,11084.387433702,13028.511334377297,7212.9466314927395,8268.357577572115,3623.7948148614196,5917.7786976624775,2620.1768661359565,939.1339520199306,6699.818657708292,17826.052089272394,115351.58010672269,OAS1_0425_MR1_mpr-3,19257.048016163244,90465.21637815947,66591.73159784859,382074.5404799273
177,1168.2579403140553,986.1249496191748,1974.9938990981595,1700.5939131171717,165407.62554937447,112377.42725867126,110173.99537124392,45583.66867114416,11397.88941768528,14352.491266735564,7618.029610797173,9780.644500309832,3936.6107988797457,6702.562657568102,2650.017864611389,1086.2809445022353,7553.202614109165,20329.60896136643,112284.47426342018,OAS1_0059_MR1_mpr-3,18010.58607984461,110173.99537124392,16649.219149396435,387439.40320583817
179,1149.7359412603387,1375.4299297297011,2303.244882327916,1407.328928099991,139942.62085037385,104388.95766679975,96770.92805600257,43650.17776992563,11729.913400722275,15575.972204228296,6067.669690004592,8428.538569388515,4176.71078661311,7147.433634839779,2932.6498501718065,950.7959514241227,8282.42057685364,20120.37897205593,148153.69743087242,OAS1_0243_MR1_mpr-3,23822.37778292193,96770.92805600257,27866.69057629921,426581.53220607864
190,798.8469591871506,760.7739611322886,2296.7278826608676,1796.6339082105173,194643.22905573633,127404.59949093756,136252.97003887699,58427.98901493173,12315.757370791682,18259.604067122353,9124.14253385032,11896.611392205725,4514.565769352201,6709.07965723515,3432.057824657204,1267.041935267211,8746.156553161509,23690.665789651055,147510.91546371195,OAS1_0253_MR1_mpr-3,22126.24286957695,136252.97003887699,20262.723964783567,541230.9913486724
191,908.2639535970695,695.9469644442802,1057.1259459917553,1272.1869350043546,136798.68301099667,90355.1133837846,97799.5850034488,40751.48491801896,9163.244531852612,12791.841346468696,6025.480692160016,8267.328577624685,3374.4338276011968,6711.480657112485,2829.40685544646,920.9549529486901,6491.617668345218,17805.815090306292,110297.47536493538,OAS1_0387_MR1_mpr-3,15641.82820086373,97799.5850034488,9622.178508405812,328679.39020786947
195,1029.3429474111804,792.6729595025784,1792.8609084032787,2908.296851415994,171928.05521624768,114829.87713337634,112335.92426079162,47070.57359517865,11412.29541694928,15029.230232161175,8412.074570229655,9791.620499749071,4199.005785474065,7387.876622555619,3204.991836257937,1121.6099426972874,7834.462599739676,21745.16988904585,128760.13542168363,OAS1_0152_MR1_mpr-3,19449.471006332413,112335.92426079162,14829.947242342485,409404.77908363374
198,1109.261943328143,1688.5889137305035,2702.8398619127292,1456.0349256116162,149718.12035094653,104514.49566038605,100634.82285859736,41154.16689744607,11523.770411254058,12148.030379360804,7256.850629249697,8508.457565305478,3772.9998072385815,6205.898682942514,3198.8178365733647,942.2209518622167,6740.9786556054405,20245.91696564223,126804.00652162169,OAS1_0062_MR1_mpr-3,19255.333016250865,100634.82285859736,31521.01238960102,394321.35485424136
204,1133.6149420839556,1050.2659463422306,1754.4449103659404,1866.262904653193,138937.97390170096,90541.70537425167,81878.21181686694,46211.35863907567,8024.48459003151,13758.758297069202,6835.646650768881,7865.3325981625385,3594.982816333416,5983.977694280391,2726.1638607211135,838.6349571543939,7400.910621889716,19379.49900990726,121517.004791733,OAS1_0213_MR1_mpr-3,19316.044013149156,81878.21181686694,10616.192457621939,407976.5271566027
205,1132.585942136527,1734.2079113998427,3367.230827969196,1875.8669041625276,136456.36902848538,98251.65898035248,89229.3874412976,35447.33318900647,11936.399390172966,11639.361405348549,7776.838602683669,9561.124511525042,3543.1898189795047,5534.647717236523,2460.681874284508,918.8969530538327,6157.535685413366,18379.31106100656,116563.7420447937,OAS1_0169_MR1_mpr-3,18028.765078915847,89229.3874412976,58409.12401589553,348820.6921788564
206,1098.6289438713798,892.1429544206865,1861.803904881002,2388.6518779644985,184704.46156350494,126578.99853311728,113591.64719663712,54833.349198580785,13361.564317361723,17259.75911820413,9397.856519866355,12581.582357210766,4985.161745309595,7021.5526412710005,3579.8908171044613,1482.1029242798102,9144.722532798893,24481.62374924125,132337.2822389283,OAS1_0353_MR1_mpr-3,20915.109931453364,113591.64719663712,21830.91988466491,477423.39060858346
209,1303.3999334096918,1915.997902112247,2057.656894874932,1437.1699265754235,130456.95633499358,92687.513264623,87717.44351854235,44019.24575107006,10851.14744561816,12921.152339862238,6872.004648911362,9232.873528295286,4095.0767907837662,6514.25566718865,2917.2148509603758,827.315957732678,7257.879629197127,17687.82309633447,129195.402399446,OAS1_0356_MR1_mpr-3,19355.146011151446,87717.44351854235,49586.8214666243,405990.2142580828
210,912.3799533867843,752.1989615703827,1766.4499097526086,1609.6989177609694,162995.3066726191,104509.00766066642,97644.89201135203,51275.06738037233,10867.954444759496,15472.386209520471,7268.169628671413,10540.389461494691,4139.666788505677,6579.0826638766575,2789.27585749674,1142.5329416283378,7591.6186121465025,20020.90897713782,120102.12986401853,OAS1_0392_MR1_mpr-3,19187.419019720568,97644.89201135203,8006.30559096027,424402.7963173896
217,902.4329538949735,821.1419580481058,1934.1769011834876,1871.0649044078602,176117.4570022124,104819.4226448074,105720.82659875497,51256.5453813186,10674.159454660425,16864.966138373984,6762.930654483919,9985.072489865668,4178.082786543015,6059.780690407639,2901.7798517489455,950.7959514241226,7575.154612987643,21227.23991550674,132371.58223717593,OAS1_0333_MR1_mpr-3,17847.661088168396,105720.82659875497,14338.428267454039,473177.39382551017
219,998.8159489707955,771.4069605890519,1227.2539372999677,1283.5059344260703,164208.49761063754,119074.15891653727,105681.3816007702,57973.85703813319,10380.208469678291,16420.78116106726,7186.535632842069,10050.58548651863,4131.434788926247,8394.581571123368,3116.8408407615448,988.1829495140321,8855.230547588952,18395.77506016542,143983.50364392638,OAS1_0417_MR1_mpr-3,23928.02177752461,105681.3816007702,13773.850296298157,488093.7770634367
220,1209.4179382112036,1134.3009420489082,1623.4189170600189,1867.634904583098,133010.2482045467,96221.09908409318,92575.00927037079,43078.39679913774,10500.601463527448,13491.218310737739,6094.423688637738,8027.914589856273,3628.9398145985633,5550.768716412906,2158.1558897404684,829.0309576450593,6577.710663946753,17480.9941069013,114676.21314122697,OAS1_0457_MR1_mpr-3,18125.14807399167,92575.00927037079,21690.975891814607,371650.42801249214
230,831.0889575399167,666.1059659688478,815.3109583460098,1387.7779290988456,135623.90807101555,101412.40381887097,91163.90734246356,43284.196788623485,10805.528447948822,13228.137324178468,6612.696662159329,9488.40851524008,3804.5558056263953,6912.478646843558,3131.589840008023,1162.4269406119593,7437.268620032197,20094.65397337021,115485.35009988841,OAS1_0133_MR1_mpr-3,19000.827029253498,91163.90734246356,9885.945494930038,399610.0715840424
234,1331.8689319552193,1672.1249145716442,4624.325763744596,2029.5308963118807,141778.01375660417,91194.43434090394,92158.95029162713,39283.78799300316,11258.288424817452,11769.015398724565,7832.40459984482,9753.547501694211,3474.5898224842576,4878.831750741962,2728.907860580923,884.9399547886856,6638.421660845046,17958.793082490694,93803.63520760066,OAS1_0278_MR1_mpr-3,17947.47408306898,92158.95029162713,47885.1985535597,334455.5099127692
238,776.2089603437191,708.6379637959009,1969.5058993785397,1420.3629274340879,175128.58805273345,125199.79560358034,126223.65055127189,51080.92939029078,12834.716344278226,16733.597145085587,9461.654516606934,12186.446377398142,4854.135752003674,6862.743649384503,3215.281835732224,1224.852937422634,8366.798572542793,23398.4298045813,124607.09163386139,OAS1_0258_MR1_mpr-3,19794.528988703503,126223.65055127189,10840.514446161398,454043.13980307337
243,940.1629519673593,1320.5499325335036,2183.880888426186,1805.8949077373757,145462.17656838143,98045.51599088428,100983.99684075816,54107.56123566107,10859.722445180067,13533.407308582317,7584.072612532025,10142.852481804737,3825.478804557446,6785.568653327351,3033.834845002296,906.5489536846883,6953.29564475823,19084.5190249777,124679.80763014636,OAS1_0343_MR1_mpr-3,19079.71702522303,100983.99684075816,15666.181199619543,417778.09465584357
248,1096.5709439765224,884.9399547886856,2394.4828776665945,2303.9308822928683,153255.47917022396,101241.24682761534,98978.47594321962,40547.056928463135,10679.304454397567,16304.16116702534,8375.716572087174,9705.18450416506,3967.1377973201306,7247.246629740363,2810.5418564102674,1073.932945133091,8813.727549709327,18901.700034317866,137008.59900027214,OAS1_0173_MR1_mpr-3,20798.146937428966,98978.47594321962,14562.40725601102,412111.7349453362
252,840.349957066775,627.0039679665571,1423.449927276374,1766.792909735085,173703.76612552715,118349.05695358249,112768.44723869415,48807.18250645581,11775.532398391613,16947.28613416828,6492.646668292647,11085.073433666952,4286.813780987981,8023.798590066558,3519.179820206168,1190.8959391574867,8839.109548412569,21625.119895179167,133603.98117421306,OAS1_0088_MR1_mpr-3,21804.165886031762,112768.44723869415,10118.8424830314,492970.8938142662
254,936.0469521776445,943.2499518096454,1720.8309120832696,1529.0939218790543,152182.2322250558,92376.75528049952,91587.51232082171,51039.08339242868,12267.394373262534,13813.6382942654,7624.546610464221,9910.641493668325,3899.5668007723125,6167.482684905176,2617.0898662936706,967.2599505829819,6957.411644547945,17755.737092864765,110708.3893439419,OAS1_0178_MR1_mpr-3,17271.421117608323,91587.51232082171,14648.843251595032,402677.8634273098
257,1563.3939201266778,2113.9088920010345,3009.481846246483,2517.962871358039,150373.59331745864,91847.50630753869,91635.53231836838,40744.28191838697,10103.064483837494,11101.537432825811,7761.060603489763,9306.275524545199,3615.219815299514,5879.019699642663,2119.3968917206544,1025.2269476214656,6485.7866686431225,19622.685997482913,104973.08663695677,OAS1_0052_MR1_mpr-3,17733.44209400381,91635.53231836838,36065.762157411125,349871.30112518114
261,1171.6879401388178,1289.6799341106425,2030.9028962417856,3303.08983124614,176065.32100487605,114768.82313649556,100950.72584245798,47022.21059764949,12856.32534317423,15471.014209590565,7656.788608816987,11904.500391802678,4140.695788453106,7104.901637012726,3252.668833822134,1417.2759275918017,8740.66855344189,22991.974825346966,148964.54938944624,OAS1_0092_MR1_mpr-3,21147.66391957225,100950.72584245798,15051.182231039655,426977.3541858562
263,1054.7249461144218,851.6689564884907,1961.6168997815862,1741.7539110143198,168424.9963952179,121613.7307867913,121903.9087719662,51566.9603654596,11584.824408134828,16166.61817405237,7377.586623081332,11088.503433491715,4573.904766320589,7310.015626533514,3245.465834190133,1091.0829442569025,8196.327581252104,23818.947783097166,141216.86578527308,OAS1_0283_MR1_mpr-3,20513.113951991218,121903.9087719662,10388.097469275244,458876.6955561285
270,1715.6859123461259,2480.232873285653,4439.10577320743,1872.4369043377653,124731.94362748273,80255.1358997894,77557.44103761381,44610.92072084156,11769.015398724565,13550.900307688604,6265.923679875856,8187.409581707722,4347.181777903799,5630.687712329869,2417.8068764749783,839.3209571193463,7318.59062609542,18941.145032302633,120918.46982231196,OAS1_0098_MR1_mpr-3,19732.445991875305,77557.44103761381,101297.84182472392,411633.24996978184
