,csf,3rd_ventricle,inf_lat_vent,4th_ventricle,frontal,temporal,parietal,occipital,insula,thalamus,caudate,putamen,pallidum,hippocampus,amygdala,accumbens_area,ventraldc,cingulate,cerebellum,total_lateral_ventricle,subject,brain_stem,parietal
44,1335.641931762458,1216.9639378256807,2244.59188532448,2085.096893473031,152335.89621720515,98125.43498680122,101374.33082081613,49776.15745695118,11546.408410097489,14134.000277898202,6361.620674986725,9646.8745071441,4103.6517903456715,6881.951648403174,2663.7378639104386,916.8389531589753,7964.802593080646,18442.08005779971,130870.9573138424,25076.38571885504,OAS1_0188_MR1_mpr-3,20975.134928386706,101374.33082081613
45,1160.0259407346257,804.6779588892466,1301.3419335148344,2393.4538777191656,123562.99968720373,93523.06122193509,87005.37555492169,38765.17201949909,10046.469486728914,13404.439315171252,6341.726676003103,9310.391524334915,4057.6897926938564,6171.598684694891,2766.294858670833,921.9839528961188,7434.181620189911,16603.600151727092,127844.66846845456,18772.04604094185,OAS1_0026_MR1_mpr-3,19512.240003125564,87005.37555492169
46,975.4919501624115,925.4139527208812,2420.8938763172646,1395.3239287133229,170615.73728329362,103912.87369112273,112840.82023499665,50845.97440229455,11426.701416213284,16629.32515041281,7728.818605136996,10889.906443637976,4181.512786367777,6371.910674461013,2768.009858583214,1178.8909397708187,8296.140576152688,22535.78484865357,137820.82295877585,21701.608891271368,OAS1_0127_MR1_mpr-3,21543.14289936735,112840.82023499665
50,1066.72994550109,862.6449559277303,1564.0799200916304,2432.5558757214567,195051.74203486554,129761.35237053178,124384.48464523433,61740.339845704715,14643.355251875411,18611.86504912545,7860.187598425395,11927.824390611062,4788.279755368236,8102.345586053616,3759.2798079395325,1284.5349343734988,9516.534513803133,24690.51073856928,166990.91346848477,11698.014402351986,OAS1_0061_MR1_mpr-3,25098.680717715997,124384.48464523433
62,1108.9189433456668,1384.6909292565595,1933.1479012360587,1730.434911592604,140034.5448456775,84716.53667185779,80447.55888995856,41574.34187597946,9259.970526910907,12317.815370686541,6349.958675582533,7646.155609360224,3255.4128336819435,6070.756689846878,2320.0518814692514,837.9489571894414,7045.21964006186,17934.440083734884,104071.68268300922,26660.016637947818,OAS1_0322_MR1_mpr-3,18780.621040503756,80447.55888995856
63,1229.6549371773015,1314.7189328314075,2106.362892386557,2053.540895085217,179856.84281116835,110056.34637725458,111743.2202910727,50123.273439217126,12545.224359068285,16798.424141773594,9875.998495438227,10751.334450717577,4685.379760625366,7689.716607134706,3409.762825796249,1198.7849387544402,8787.316551058657,21246.104914542928,152216.18922332095,25094.56471792628,OAS1_0017_MR1_mpr-3,23120.256818793077,111743.2202910727
64,1142.1899416458616,1270.8149350744495,2208.9198871469516,2808.8268564978857,183495.04362529377,115073.06412095198,120402.59784866772,59958.11193675821,11115.257432124861,16755.549143964065,8891.588545731433,10157.94448103369,4061.4627925010955,8111.94958556295,3074.3088429344916,1177.5189398409138,7953.140593676454,23784.64778484954,123955.73466713904,25809.719681389233,OAS1_0121_MR1_mpr-3,19506.752003405945,120402.59784866772
73,1199.4709387193927,1166.5429404016743,2658.2498641908187,2662.365863980534,210829.05522880738,122102.84876180241,134287.58013928815,64336.849713049814,13395.52131562687,18123.433074079287,9558.037511682756,12649.496353741059,4809.202754299286,7503.810616632587,3235.1758347158457,1359.308930553318,9688.034505041249,24679.191739147565,174181.56510111655,22509.373850002903,OAS1_0214_MR1_mpr-3,26660.359637930294,134287.58013928815
80,1252.635936003209,2204.803887357237,3111.352841041925,2626.007865838053,140855.00080376066,98160.76398499627,94716.01516098744,46327.97863311759,10365.116470449337,11623.583406154641,7185.506632894641,7556.2896139514505,3759.2798079395325,6427.819671604639,2652.075864506247,847.2099567162998,6781.795653520112,19578.438999743477,117697.69998686013,86259.69359301837,OAS1_0013_MR1_mpr-3,19816.480987581985,94716.01516098744
82,776.5519603261954,716.183963410378,2016.4968969777838,1442.314926312567,159060.7538736342,110516.65235373768,109536.70140380308,48212.7635368245,11986.820387596974,15724.491196640502,6964.27164419747,11409.894417071948,4370.162776729707,8310.54657541669,3484.879821958544,1115.4359430127151,8410.0165703348,21059.512924075858,140115.1498415594,8534.868563956148,OAS1_0148_MR1_mpr-3,22112.5228702779,109536.70140380308
96,1402.5269283453238,2482.2908731805105,3692.3948113566667,1902.9639027781502,124440.05064239548,84336.14969129163,78798.41497421282,42827.66381194761,10654.951455641756,13049.434333308349,6724.857656429058,8738.267553564556,4048.4287931669983,7422.519620785719,2778.2998580575013,720.6429631825691,7379.64462297619,16059.259179537308,117936.42797466359,55037.77718813663,OAS1_0184_MR1_mpr-3,20784.769938112393,78798.41497421282
98,1755.8169102958454,2440.4448753184097,3962.678797547939,1424.1359272413265,124125.17665848228,63558.925752793715,79121.52095770543,43399.78778271798,8819.215549428947,11528.229411026248,5204.338734111909,7085.007638029104,3350.766828810337,3667.698812618378,1346.2749312192213,736.0779623939997,6684.383658496861,17734.814093933717,116984.60302329203,39137.670000468286,OAS1_0308_MR1_mpr-3,18689.0400451826,79121.52095770543
103,1090.7399442744263,863.3309558926827,2008.9508973633065,2532.0258706395643,177375.23793795277,112878.55023306904,112458.03225455317,42237.01784212353,11979.617387964972,15579.402204053056,7807.365601124055,10794.895448492058,4352.669777623418,6962.556644285089,2952.8868491379044,1200.8429386492976,8314.662575206406,22279.22086176135,132011.4322555759,21513.987900856868,OAS1_0193_MR1_mpr-3,21584.645897246974,112458.03225455317
122,1220.7369376329193,1077.3629449578532,1922.8579017617717,1778.4549091392769,160967.1477762371,104592.01365642567,110556.09735172243,49341.57647915379,12618.283355335723,16583.020152778518,7836.520599634534,11586.882408029684,4700.47175985432,6886.75364815784,3007.7668463341024,1257.7809357403526,8210.390580533629,20752.18493977715,121973.53776840886,15396.583213393224,OAS1_0409_MR1_mpr-3,20446.571955390827,110556.09735172243
127,1116.1219429776677,1625.1339169724,2477.1458734433672,1272.872934969307,134469.37013000058,86777.280566575,102506.23076298769,37950.890061100516,9180.737530958897,11872.601393432387,5774.404704987412,7089.809637783771,3119.5848406213545,5232.807732657437,1853.2289053190962,719.9569632176167,5978.489694560771,18090.84807574405,97369.12002544112,43507.48977721551,OAS1_0201_MR1_mpr-3,15077.250229707848,102506.23076298769
129,945.650951686979,742.9379620435244,1278.3609346889266,1260.5249356001625,149234.83337563754,100569.30986194439,95564.25411765117,48482.36152305082,9854.732496524699,12927.32633954681,6163.709685097938,9291.183525316246,3431.7148246747283,6085.848689075832,2715.1878612818737,930.5589524580248,6664.146659530765,17914.546084751262,111618.36829745135,15983.799183392537,OAS1_0249_MR1_mpr-3,15686.761198568118,95564.25411765117
134,1513.3159226851476,2297.41388262582,2437.7008754586,2202.402887479903,147216.62147874737,105505.07960977741,101621.63380818149,44527.914725082315,11613.293406680354,14493.464259533297,7150.177634699588,10235.46247707332,4448.709772716764,7308.986626586086,3024.5738454754373,946.6799516344078,8125.669584862,22689.448840802925,123166.14870747874,53632.506259931484,OAS1_0256_MR1_mpr-3,21898.49088121273,101621.63380818149
135,1034.8309471308,2263.4568843606726,3723.2648097795277,2356.7528795942085,114781.85713582963,72945.12027325589,74753.07318088811,37753.66507117668,7379.64462297619,10312.294473147997,4976.243745765213,6923.797646265273,2870.9098533260844,4910.387749129776,2057.656894874932,705.5509639536148,5657.441710963016,16711.645146207105,108661.36544852372,32173.741356253293,OAS1_0352_MR1_mpr-3,16136.777175576937,74753.07318088811
136,1391.207928923608,2382.4778782799262,3719.834809954765,3239.977834470513,146858.52949704218,95327.58412974258,90664.49936797816,33090.92330939474,12123.334380622515,12830.943344470987,7415.659621136194,9241.791527839669,3756.878808062199,6093.737688672785,2429.125875896694,839.6639571018226,6967.358644039756,19170.955020561705,100825.18784887166,57914.17504118232,OAS1_0019_MR1_mpr-3,19639.835996606722,90664.49936797816
139,1407.6719280824673,1161.0549406820544,2173.9338889343753,2099.5028927370327,149941.75633952103,99922.06889501175,100612.87085971888,42313.84983819822,11766.957398829709,12805.561345767746,7026.354641025668,9211.950529364236,3856.0058029978304,6094.766688620215,2781.7298578822633,1018.3669479719408,6935.116645686989,21794.56188652243,110105.39537474867,24802.328732856527,OAS1_0139_MR1_mpr-3,18464.03205667819,100612.87085971888
143,1095.1989440466175,900.7179539825923,1586.3749189525854,2565.2968689397594,169418.32434446906,117524.8279956921,121020.34081710741,55656.549156523746,11861.625393993148,17276.566117345465,9059.658537144787,11596.829407521494,4407.892774802092,7401.596621854669,3252.325833839657,1157.281940874816,8415.504570054418,21582.587897352118,148812.94339719176,13540.610308214318,OAS1_0416_MR1_mpr-3,19582.211999550716,121020.34081710741
145,1618.9599172878277,1893.0169032863394,2716.902861194255,2269.2878840627686,160866.99178135407,106737.13554683205,96438.56107298311,43993.863752366815,14302.75626927651,12836.431344190607,7632.435610061175,9054.170537425167,3525.010819908264,5824.139702446466,2473.372873636128,1046.8359465174683,7091.1816377136765,20891.442932662503,119775.93688068364,53143.73128490285,OAS1_0335_MR1_mpr-3,20583.085948416367,96438.56107298311
146,1105.8319435033807,810.8519585738188,1820.98690696633,1685.8449138706935,161444.94675182653,95791.66310603291,101376.0458207285,51976.502344536224,10370.26147018648,15481.647209047329,7583.386612567073,9848.21549685765,4078.2697916424304,5714.7227080365465,2264.1428843256253,986.8109495841272,7299.725627059227,18364.219061777607,126828.3595203775,16453.70915938498,OAS1_0413_MR1_mpr-3,18850.25003694643,101376.0458207285
149,1107.889943398238,873.6209553669697,1814.8129072817578,1166.199940419198,187113.00744045305,111651.63929575155,114008.39217534575,56869.39709455971,12240.640374629387,15323.524217125785,8422.364569703943,10635.743456623086,3944.499798476699,7783.355602350717,2924.760850574853,1405.956928170086,7713.383605925566,23114.768819073455,116621.70904183219,14403.941264107,OAS1_0348_MR1_mpr-3,18411.8960593418,114008.39217534575
150,931.2449524229772,910.3219534919269,3343.563829178336,1469.7549249106657,154156.8831241715,99649.04090896065,99868.56089774545,47283.91958427886,9981.642490040906,14927.016237383257,6908.362647053843,10007.7104887091,3731.8398093414335,7183.105633017307,2388.6518779644985,959.3709509860284,7567.951613355643,20979.593928158894,118883.79392626295,14144.29027737249,OAS1_0208_MR1_mpr-3,18303.508064879312,99868.56089774545
151,1343.8739313418876,2556.035869412901,3873.155802121642,1620.674917200209,137244.2399882333,89416.66543172963,79954.66791514022,34791.51722251192,12925.611339634428,11552.58240978206,7156.35163438416,8176.4335822684825,3585.035816841605,5128.535737984661,2047.366895400645,720.9859631650454,5950.706695980196,18052.775077689184,97362.26002579159,58236.938024692456,OAS1_0267_MR1_mpr-3,15206.56122310139,79954.66791514022
154,863.3309558926827,590.3029698415999,1231.0269371072063,1301.6849334973108,170818.45027293707,111324.07431248673,114282.1061613618,49481.86347198657,11623.240406172165,16316.166166412007,9124.828533815271,11869.514393590101,4483.009770964387,7803.24960133434,3177.5518376598384,1266.698935284735,8678.928556596165,23219.726813711182,151872.50324087977,20088.479973685637,OAS1_0230_MR1_mpr-3,22404.415855365176,114282.1061613618
155,1658.747915255071,2101.903892614366,5581.638714835768,1550.3599207925809,138695.47291409026,82868.45276627582,97984.11899402103,39490.61698243633,11278.182423801074,11534.060410728343,6878.52164857841,8487.191566391952,4119.086789557103,3954.103797986034,1704.3669129244104,922.6699528610714,6528.318666470175,19399.050008908405,94446.41717476113,47249.61958603124,OAS1_0273_MR1_mpr-3,15475.13020938028,97984.11899402103
157,1357.5939306409368,2033.3038961191194,4242.9097832310235,2097.7878928246514,145729.7165547129,97739.90300649793,87527.07852826806,42424.98183252052,13543.01130809165,11592.370407749304,7465.051618612772,8428.538569388515,3717.4338100774316,6437.7666710964495,2613.659866468908,803.9919589242941,7217.748631247407,20113.861972388877,65513.68265292578,39636.39197498873,OAS1_0317_MR1_mpr-3,18808.747039066806,87527.07852826806
162,945.9939516694553,777.5809602736241,2027.8158963994995,1363.0819303605567,159515.91485038016,106152.32057671006,101033.73183821721,50632.62841319434,10352.082471115238,16152.898174753322,7170.414633665687,9690.435504918583,3989.7757961635625,6764.302654413825,2743.6568598274016,973.7769502500303,8390.465571333654,17398.674111107004,136420.3540303254,12548.997358875524,OAS1_0140_MR1_mpr-3,20686.67194312419,101033.73183821721
173,1725.975911820413,1571.6259197061074,3928.7217992827923,1618.9599172878277,143199.0626840032,89397.80043269342,90810.61736051305,34805.23722181097,11083.015433772096,12908.804340493094,7314.817626288181,8311.57557536412,3616.591815229419,5815.907702867035,2586.9058678357624,949.0809515117414,6640.8226607223805,18044.886078092233,110352.35536213155,70011.44142313664,OAS1_0425_MR1_mpr-3,18825.55403820814,90810.61736051305
177,1184.0359395079622,989.5549494439371,2053.197895102741,1716.0289123286022,162662.59668961714,108837.66743951652,108916.55743548606,45317.500684742605,11331.690421067366,14322.307268277656,7587.502612356788,9807.398498942977,3937.639798827174,6654.542660021429,2541.972870131375,1102.0589436961423,7504.153616615063,20072.01597452678,111333.67831199607,18793.655039837853,OAS1_0059_MR1_mpr-3,17819.878089587823,108916.55743548606
179,1172.37394010377,1414.5319277319918,2347.8348800498266,1464.6099251735222,141109.50679075802,102686.99175375266,97161.26203606054,44093.6767472674,11852.021394483814,15464.154209941042,6130.781686780219,8489.935566251761,4193.517785754446,7091.1816377136765,2899.0358518891358,965.2019506881245,8192.897581427342,20107.687972704305,145583.598562178,30181.940458013796,OAS1_0243_MR1_mpr-3,23573.016795661704,97161.26203606054
190,823.5429579254395,779.9819601509577,2502.5278721466084,1848.4269055644288,191294.17722683836,119664.80488636132,134257.39614083024,58037.99803485624,11986.477387614497,18192.71907053949,9120.026534060606,11935.370390225538,4516.280769264582,6514.598667171125,3207.0498361527943,1253.6649359506378,8689.904556035406,23297.244809750813,144865.35659887275,22971.737826380864,OAS1_0253_MR1_mpr-3,21816.856885383386,134257.39614083024
191,921.6409529136426,684.6279650225645,1056.0969460443266,1284.8779343559752,134190.1681442649,86678.15357163936,95925.09009921618,40679.454921698954,8978.710541280396,12738.67634918488,6014.847692703252,8215.878580253251,3390.55482677758,6708.050657287722,2733.7098603355907,913.408953334213,6468.979669501787,17585.952101539027,109272.59141729638,10690.623453819284,OAS1_0387_MR1_mpr-3,15474.101209432853,95925.09009921618
195,1066.72994550109,801.9339590294368,1885.8139036543384,2924.417850592377,169078.06836185267,110038.51037816581,111213.62831812938,47080.52059467045,11452.769414881477,15021.341232564224,8376.059572069651,9743.6005022024,4178.425786525491,7279.831628075605,3038.9798447394396,1131.8999421715744,7760.717603507286,21363.067908567326,127864.90546742067,16809.057141230358,OAS1_0152_MR1_mpr-3,19225.83501775791,111213.62831812938
198,1144.5909415231952,1711.9129125388874,2806.425856620552,1480.387924367429,149431.3723655964,102293.91377383491,100353.21987298437,41073.56190156416,11534.060410728343,12123.334380622515,7271.2566285137,8568.48256223882,3736.6418090961006,6168.511684852605,3072.5938430221104,957.312951091171,6639.793660774951,20224.307966746226,125167.89660521003,34458.464239527486,OAS1_0062_MR1_mpr-3,18973.387030655398,100353.21987298437
204,1163.1129405769118,1081.478944747568,1777.0829092093718,1875.8669041625276,139224.7218870511,88685.3894690903,82122.42780439001,46669.26361568145,8040.94858919037,13722.400298926721,6776.993653765445,7925.700595078355,3592.238816473606,5979.861694490675,2616.060866346242,837.9489571894414,7341.571624921327,19397.335008996022,120269.85685544941,12469.764362923514,OAS1_0213_MR1_mpr-3,19108.529023751034,82122.42780439001
205,1144.5909415231952,1727.6909117327941,3421.081825217965,1882.383903829576,136923.19200463552,97025.09104301748,89602.57142223173,35757.40517316499,11916.16239120687,11588.597407942067,7776.1526027187165,9542.25951248885,3525.0108199082642,5511.666718410615,2410.9468768254537,930.5589524580248,6108.82968790174,18328.890063582552,115822.17608268007,61877.19683871274,OAS1_0169_MR1_mpr-3,17878.18808660878,89602.57142223173
206,1165.1709404717692,942.9069518271692,1916.3409020947233,2314.906881732108,181138.29074569955,119384.23090069578,111886.93728373024,54322.622224673665,12890.282341439375,17133.878124635354,9357.725521916635,12374.410367795119,4895.638749883297,6836.67565071631,3366.5448280042438,1479.015924437524,8990.372540684588,23946.20077659585,128789.97642015907,23997.99377394976,OAS1_0353_MR1_mpr-3,20392.720958142057,111886.93728373024
209,1327.066932200552,1935.2059011309161,2089.555893245222,1472.8419247529519,130988.60630783175,91059.97834777326,87886.88550988561,44472.34872792116,10927.293441727885,12865.243342718612,6929.971645949846,9314.850524107105,4101.93679043329,6530.376666365033,2821.5178558495063,842.4079569616324,7172.129633578068,17984.175081193935,127444.38748890482,51755.26735583905,OAS1_0356_MR1_mpr-3,19140.428022121327,87886.88550988561
210,949.0809515117414,754.9429614301926,1778.7979091217533,1639.1969162539256,159383.1738571619,99731.01790477248,96009.46809490534,51160.16238624279,10580.863459426888,15404.129213007702,7217.062631282454,10504.374463334687,4103.6517903456715,6614.754662054186,2624.635865908148,1128.8129423292885,7541.197614722496,19678.937994609012,118673.8779369875,9906.525493878611,OAS1_0392_MR1_mpr-3,18958.9810313914,96009.46809490534
217,965.8879506530769,836.5769572595365,2126.599891352655,1906.0509026204363,174830.86406794406,99778.35190235419,105070.15563199755,51109.05538885383,10406.962468311438,16727.423145401015,6754.355654922014,9945.284491898425,4140.352788470629,5817.279702796941,2576.9588683439515,947.022951616884,7512.728616176969,20948.037929771082,129288.69839467952,16579.93315293623,OAS1_0333_MR1_mpr-3,17403.81911084415,105070.15563199755
219,1030.7149473410852,751.5129616054302,1281.1049345487368,1293.1099339354048,164918.16457438085,116113.04006781991,106104.64357914586,58738.40399907272,10064.648485800155,16417.3511612425,7187.907632771974,9997.76348921729,4124.574789276722,8357.88057299841,2953.572849102857,973.4339502675541,8777.026551584371,18047.97307793452,143307.7936784482,15232.286221787108,OAS1_0417_MR1_mpr-3,23742.801786987442,106104.64357914586
220,1266.0129353197822,1144.5909415231952,1653.6029155179276,1883.0699037945285,135827.307060624,95686.36211141272,94109.24819198699,43378.178783821975,10642.260456290134,13460.348312314878,6174.342684554701,8011.79359067989,3630.311814528468,5525.043717727189,2115.966891895892,830.4029575749641,6561.932664752846,17815.41908981563,114268.04316208026,23327.428808208722,OAS1_0457_MR1_mpr-3,18000.29608037032,94109.24819198699
230,877.0509551917321,670.9079657235151,798.8469591871506,1403.212928310276,134752.34511554346,99527.61891516407,90515.6373755835,43529.441776094,10864.86744491721,13148.904328226457,6636.020660967713,9535.742512821802,3806.956805503729,6950.8946448808965,3090.772842093351,1171.0019401738653,7376.557623133904,20080.24797410621,114866.92113148377,10752.363450665005,OAS1_0133_MR1_mpr-3,18851.96503685881,90515.6373755835
234,1349.3619310615072,1672.4679145541204,4679.205760940794,1920.4569018844381,141958.0887474042,89609.77442186374,91411.89632979388,38952.79300991359,10948.216440658936,11672.975403631219,7789.872602017766,9717.18950355173,3441.3188241840626,4907.300749287489,2643.8438649268173,886.3119547185904,6531.0626663299845,18089.81907579662,83919.40471258303,52616.540311836885,OAS1_0278_MR1_mpr-3,17571.889102257504,91411.89632979388
238,828.3449576801067,724.0729630073314,2082.0098936307445,1469.4119249281894,171959.6112146355,118793.24193088923,124140.61165769372,50838.0854026976,12357.260368671308,16711.988146189582,9396.827519918927,12168.267378326902,4822.236753633384,6770.819654080873,3045.496844406488,1227.596937282444,8275.903577186591,22824.93383388104,123261.50270260713,13020.622334780346,OAS1_0258_MR1_mpr-3,19511.211003178134,124140.61165769372
243,935.360952212692,1375.086929747225,2325.8828811713474,1796.9769081929935,144034.26764133284,92518.41427326221,100175.2028820792,53457.57626886861,10762.99645012177,13456.918312490116,7584.415612514502,10129.132482505687,3787.405806502584,6642.8806606172375,2790.9908574091214,916.152953194023,6873.719648823743,18750.09404206337,120549.40184116754,18095.307075516237,OAS1_0343_MR1_mpr-3,18459.916056888476,100175.2028820792
248,1173.4029400511988,911.3509534393556,2565.2968689397594,2356.4098796117323,151055.47728262137,94710.52716126783,97154.05903642852,39905.646961232575,10154.514481208927,16194.401172632945,8337.643574032314,9601.255509474762,3925.634799440506,6997.542642497664,2601.997867064716,1056.439946026803,8688.189556123025,18726.770043254986,130380.1243389189,17290.286116644515,OAS1_0173_MR1_mpr-3,20403.6969575813,97154.05903642852
252,885.2829547711617,637.2939674408441,1499.252923403622,1786.0009087537542,171386.45824391773,114327.7251590311,111871.84528450128,48858.289503844775,11709.676401756176,16865.30913835646,6475.1536691863585,11095.36343314124,4285.0987810756,7976.121592502362,3414.5648255509163,1178.8909397708185,8731.064553932554,21412.116906061427,132215.17424516677,11739.860400214086,OAS1_0088_MR1_mpr-3,21574.01289779021,111871.84528450128
254,936.732952142597,970.346950425268,1763.0199099278464,1510.5719228253377,150201.75032623805,87384.04753557546,90443.264379281,50639.48841284386,11892.838392398486,13680.897301047098,7589.217612269169,9762.808501221069,3841.5998037338286,6116.375687516217,2406.4878770532623,971.7189503551729,6891.898647894984,17698.456095791233,107733.89349590799,16465.37115878917,OAS1_0178_MR1_mpr-3,15809.212192312134,90443.264379281
257,1613.471917568208,2109.1068922463674,3040.008844686868,2533.7408705519456,149804.89934651303,90188.07239231866,91565.21732196075,40526.47692951456,10269.07647535599,11003.43943783761,7772.722602893955,9301.816524773008,3596.011816280845,5814.535702937131,2071.7198941564575,1028.9999474287042,6432.278671376829,19613.42499795605,103333.54672072038,39286.87499284545,OAS1_0052_MR1_mpr-3,17574.633102117314,91565.21732196075
261,1226.5679373350154,1342.8449313944589,2206.8618872520938,3359.684828354719,170637.00328220718,108278.23446809777,99014.8339413621,46171.913641090905,12396.019366691122,15366.056214952838,7591.6186121465025,11785.8223978659,4147.55578810263,6871.661648928886,3054.41484395087,1354.1639308161748,8572.598562028534,21751.686888712902,145838.10454917536,17580.807101801885,OAS1_0092_MR1_mpr-3,20809.80893683316,99014.8339413621
263,1109.261943328143,842.4079569616324,2086.4688934029355,1782.5709089289917,166222.93650772047,112949.55122944161,120538.08284174584,51656.82636086838,11073.754434245238,16172.449173754467,7308.986626586086,11039.79743598009,4541.319767985347,7236.270630301124,3046.8688443363926,1060.898945798994,8065.987587911135,23138.778817846793,138111.34394393326,12582.611357158194,OAS1_0283_MR1_mpr-3,20140.9589710045,120538.08284174584
270,1731.1209115575566,2508.7018718311806,4451.453772576574,1894.7319031987204,126322.77754620754,80163.89790445071,79214.81695293897,45399.477680554424,11801.600397059807,13446.62831301583,6224.763681978708,8159.969583109623,4349.582777781132,5615.5957131009145,2358.1248795241136,814.9679583635336,7167.670633805877,19222.062017950666,119403.09589973197,105725.28559852715,OAS1_0098_MR1_mpr-3,19425.804007541552,79214.81695293897
273,1003.6179487254627,1199.4709387193927,2532.368870622041,2817.058856077316,176348.6389904014,121731.0367807982,111138.51132196709,63994.19273055606,12287.288372246156,16702.727146662724,8600.038560626632,11216.785426937826,4541.662767967824,8388.064571456318,2820.831855884554,1134.3009420489082,8701.566555439598,24691.882738499182,138847.07890634477,15412.704212569606,OAS1_0264_MR1_mpr-3,21309.216911318556,111138.51132196709
274,924.0419527909763,993.3279492511757,2684.660862841489,1629.249916762115,146764.89050182616,101757.80480122454,106807.79354322216,44574.2197227166,10672.101454765565,15061.815230496417,7195.110632403976,10934.839441342363,4419.89777418876,7346.030624693519,2713.815861351969,954.2259512488849,8487.534566374427,19800.702988388075,113860.90218288096,32036.884363245277,OAS1_0376_MR1_mpr-3,21239.930914858356,106807.79354322216
