,ROI,Mean_CV
75,ctx_rh_supramarginal,0.011738666779743352
76,ctx_rh_transversetemporal,0.020987287620513606
77,frontal,0.007875915000059994
78,hippocampus,0.011614140834541977
79,inf_lat_vent,0.028187723440011678
80,insula,0.009272984816192313
81,intracranial_without_tissue,0.008705928111131724
82,lateral_ventricle,0.004688308678469351
83,left_accumbens_area,0.026846843684738754
84,left_amygdala,0.028421826141095785
85,left_caudate,0.007260935439885236
86,left_cerebellum,0.00895060838677309
87,left_cerebellum_cortex,0.009106385191756279
88,left_cerebellum_white_matter,0.018977682850216667
89,left_cerebral_white_matter,0.002381167784649322
90,left_cingulate,0.011507198549022154
91,left_combined_cerebral_wm,0.002276892189302496
92,left_cortical_gm,0.007416502124568384
93,left_frontal,0.00785312947963861
94,left_hippocampus,0.012889412705159487
95,left_inf_lat_vent,0.03140631555607834
96,left_insula,0.011076576333636255
97,left_lateral_ventricle,0.005092924402637649
98,left_occipital,0.009299794870947203
99,left_pallidum,0.01288637777423238
100,left_parietal,0.009104459665467522
101,left_putamen,0.007192208923938893
102,left_temporal,0.0100639264229186
103,left_thalamus,0.006405999601184391
104,left_total_lateral_ventricle,0.0060707045549218
105,left_ventraldc,0.009888910073444059
106,left_wm_hypointensities,0.03287259807673169
107,occipital,0.00805585907130317
108,pallidum,0.009287173492150962
109,parietal,0.008507469364935143
110,putamen,0.006102737186177296
111,right_accumbens_area,0.02636704362780076
112,right_amygdala,0.02877417600619194
113,right_caudate,0.0069400275200441905
114,right_cerebellum,0.008733049952747426
115,right_cerebellum_cortex,0.008690098394852012
116,right_cerebellum_white_matter,0.021454879592077775
117,right_cerebral_white_matter,0.0025186611303526624
118,right_cingulate,0.011565449478121973
119,right_combined_cerebral_wm,0.0024089430255731957
120,right_cortical_gm,0.007650629130915734
121,right_frontal,0.00861550777665142
122,right_hippocampus,0.015629407529564578
123,right_inf_lat_vent,0.035869336278811184
124,right_insula,0.01202338561025142
125,right_lateral_ventricle,0.00564898174525111
126,right_occipital,0.008801956178811488
127,right_pallidum,0.012304274325377599
128,right_parietal,0.009090819677373869
129,right_putamen,0.008408558915981336
130,right_temporal,0.010660722669622445
131,right_thalamus,0.0065957916116278536
132,right_total_lateral_ventricle,0.007242302560172179
133,right_ventraldc,0.00992532806133201
134,right_wm_hypointensities,0.041605449523201915
135,sort_key,0.0
136,temporal,0.009549872845572797
137,thalamus,0.005135219017496645
138,total_intracranial_volume,0.0011842525017021854
139,total_lateral_ventricle,0.005779941513727626
140,unknown,0.00011580162280878681
141,ventraldc,0.008015652055589163
142,whole_brain,0.004113357474545039
143,wm_hypointensities,0.030497537130898093
