,whole_brain,cortical_gm,combined_cerebral_wm,frontal,temporal,parietal,occipital,insula,thalamus,caudate,putamen,pallidum,hippocampus,amygdala,accumbens_area,ventraldc,cingulate,cerebellum,cerebellum_white_matter,cerebellum_cortex,lateral_ventricle,inf_lat_vent,total_lateral_ventricle,HippocampusOccupancyScore,subject
0,1133997.3870644167,482323.8313582214,451138.9589514471,169887.89132047904,116815.84703191373,113770.35018750724,49812.85845507614,10922.148441990741,15415.10521244694,7150.520634682065,10464.92946534992,3986.0027963563234,7088.437637853866,3173.4358378701236,1151.1079411902438,7639.638609693176,21114.735921254534,133797.09016434714,26855.86962794175,106941.2205364054,11713.792401545892,1273.9019349167356,12987.694336462628,0.847783216539802,OAS1_0014_MR1
250,1095250.0510440064,425104.91728151834,473297.10081939434,155058.28707811906,88392.12448407311,97480.25201976341,52740.02030552832,11870.200393555055,14725.33224768723,7163.211634033685,8920.057544276959,4517.309769212011,5095.264739684466,2012.380897188069,788.8999596953398,7795.7036017198625,19564.033000479474,130921.72131124888,25462.603699123283,105459.1176121256,57365.032069237874,3904.7118005094553,61269.743869747326,0.565927316966382,OAS1_0015_MR1
224,974172.7722298078,396404.73674780194,390105.5420696259,139340.31288114557,92497.83427431365,90377.75138262803,44965.239702739505,10849.089445723304,12924.239339704523,6367.794674671297,8253.951578308111,3893.0498011052637,6647.6826603719055,2886.6878525199913,847.8959566812522,6894.299647772317,18374.50906125189,129108.62340387951,25348.72770494117,103759.89569893833,47583.01556899813,3649.8628135296135,51232.87838252775,0.6461485108336508,OAS1_0016_MR1
66,1254729.9508962266,515429.5036668626,504047.7352483538,189042.72534186434,123040.61071389243,114123.98316944024,51792.997353911436,13625.674303868424,16869.0821381637,9983.700489935763,10913.573442428835,4695.326760117177,8262.183577887541,3769.2268074313433,1275.959934811593,9119.683534078129,23803.512783885737,158940.36087978506,31254.84440319946,127685.5164765856,22455.86585273661,1719.4589121533645,24175.324764889974,0.8278627519317049,OAS1_0017_MR1
414,1203754.322500556,459709.15651359834,523531.1632529513,160477.0008012786,119028.53991886793,100270.89987719007,44995.080701214945,11714.135401528369,17020.002130453242,7462.650618735439,9773.441500677833,4797.540754895095,7830.689599932439,3586.40781677151,1192.610939069868,9346.063522512442,23223.49981351842,145385.34457230673,31524.442389425778,113860.90218288096,17774.25909191848,1527.3789219666733,19301.638013885153,0.8367901139366518,OAS1_0018_MR1
29,944531.3997441767,381004.3805346015,392397.12495254964,138058.17894664942,94603.51116673523,86605.09457537193,31446.238393421198,11801.600397059807,12952.0223382851,7358.035624080187,8941.666543172963,3834.0538041193513,6211.043682679658,2470.6288737763184,866.7609557174451,6880.579648473267,18489.75705536391,110702.5583442398,22157.455867982288,88545.10247625751,54609.3702100238,3911.2288001765046,58520.59901020031,0.6134983906754556,OAS1_0019_MR1
125,935528.6792041227,369853.7941042816,377989.0676886529,128563.93943170723,88977.62545416004,84972.07165880257,40666.76392234734,10305.777473480946,13362.250317326674,5593.986714204912,8311.232575381644,3597.0408162282733,6350.644675547485,2664.0808638929147,919.239953036309,6986.909643040901,16367.616163783445,131153.5892994028,23956.14777608766,107197.44152331515,25971.27267313554,1502.6829232283842,27473.95559636392,0.8088631804125718,OAS1_0020_MR1
127,1015478.8881194908,417388.1036757681,422396.93241986854,154396.6401119224,96936.25404755611,92797.95925898035,42535.427826877865,11370.106419104704,13493.962310597548,7296.2956272344645,8176.776582250959,3751.733808325055,5108.984738983516,2759.4348590213085,728.8749627619987,7371.069623414283,19351.716011326687,113441.756204295,21557.54889863135,91884.20730566366,144139.91163593554,4797.883754877571,148937.79539081312,0.5161491833870392,OAS1_0021_MR1
280,1008054.6534987926,396754.9397299102,427142.6801774097,140737.69480975377,91538.12032334512,93024.33924741465,41736.58086769071,10283.139474637515,13953.92528709818,6948.493645003562,9697.98150453306,4391.085775660757,6322.518676984434,2645.5588648391986,1025.9129475864179,7791.244601947671,19435.06500706841,119764.61788126192,26013.11867099764,93751.49921026427,19611.709998043672,1747.927910698892,21359.637908742567,0.7839093623819282,OAS1_0022_MR1
77,898342.336103962,373205.9329330218,365417.08933095145,135906.8830565585,88957.38845519394,82469.2007866735,37462.45808605436,10524.954462283262,12113.04438114823,5156.318736565237,7540.85461474002,2953.9158490853333,4969.040746133212,2448.333874915363,700.4059642164713,6482.699668800836,17885.048086258306,104398.2186663266,20973.07692849185,83425.14173783475,36192.32915094485,2893.2048521870393,39085.53400313189,0.6261156982767061,OAS1_0023_MR1
422,990013.1974205254,426223.7832243559,380096.4595809869,151142.9422781528,103542.09071006591,93746.01121054466,49198.5454864612,9609.144509071715,14297.954269521844,7206.429631825691,10310.579473235615,3841.5998037338286,5835.458701868181,2674.3708633672018,1066.0439455361375,7384.446622730857,18985.049030059592,120045.53486690996,22580.374846375482,97465.16002053447,8676.527556718833,1295.5109338127384,9972.038490531571,0.8185108531750831,OAS1_0025_MR1
416,929373.544518587,358940.9066618177,379000.5746369753,118741.10593355283,93131.35524194725,83448.46573664313,37417.52508834997,9891.776494632133,13424.676314137349,6250.145680681949,9300.101524860627,4064.892792325857,6332.465676476245,2837.63885502589,936.0469521776445,7502.095616720206,16310.678166692389,130454.55533511625,26107.786666161082,104346.76866895516,17431.9451094072,1230.6839371247302,18662.62904653193,0.8373638732424505,OAS1_0026_MR1
35,909014.4375587275,362374.33648640476,375082.8288371318,122002.34976693688,78816.25097330159,89424.2114313441,48046.40854532353,8363.025572735554,12417.628365587125,5877.304699730282,8412.760570194609,3513.0058205215955,5569.290715466623,2237.7318856749553,807.4219587490566,6926.198646142608,15722.090196763169,114530.43814867457,22641.085843273773,91889.3523054008,18386.51406063856,1464.6099251735222,19851.123985812083,0.7918003985814577,OAS1_0027_MR1
128,903971.6518163618,355959.20781415177,377360.348720774,128060.41545743213,82829.693768256,78497.2609895987,36590.209130617295,11077.18443407,12328.448370143304,6545.8116655764625,8021.740590171701,3554.165818418744,5707.176708422069,2495.6678724970834,872.2489554370649,7221.521631054646,18904.444034177675,112821.2692359955,22411.96185497965,90409.30738101585,45435.14967873195,3860.121802787545,49295.27148151949,0.5968890439054184,OAS1_0028_MR1
103,1261702.111540021,540440.0333890822,483715.039287145,193958.25809073128,133621.13117333685,120567.2378402563,54774.696201577346,12177.871377836236,18278.81206614102,9314.50752412463,11991.279387369164,4914.503748919491,8790.74655088342,3632.7128144058015,1375.7729297121773,9618.405508598575,25340.83870534422,157274.409964898,30446.736444485447,126827.67352041254,13150.276328156362,1378.173929589511,14528.450257745873,0.8644444516955957,OAS1_0029_MR1
295,969917.1714472253,416276.0977325801,381601.88650407514,136479.00702732883,101830.52079750951,98122.69098694141,49204.03348618082,11105.31043263305,12447.12636408008,7024.639641113286,9896.921494369275,3902.996800597075,6864.115649314408,2911.38385125828,910.3219534919269,6832.2166509441195,19534.53500198652,112377.08425868876,20385.17495852758,91991.90930016119,21997.61787614836,1497.1949235087645,23494.812799657124,0.821398149245693,OAS1_0030_MR1
171,775097.640400496,325777.6103561205,312311.4310441035,124470.57764083587,66735.7915904886,71024.32037138897,39144.873000100284,9811.171498750216,9897.950494316705,6327.663676721578,7712.011605995661,2989.9308472453376,4038.1387936927113,1532.5239217038165,466.82297615015545,5878.333699677711,14590.876254556548,87814.16951360065,14294.181269714605,73519.98824388605,81974.59481194276,9878.056495333083,91852.65130727584,0.28984466644600615,OAS1_0031_MR1
309,962647.9728186064,397582.5986876254,395998.2817685676,140182.03483814228,95855.11810279102,91454.42832762093,39142.47200022295,11426.358416230807,12882.393341842424,7084.321638064152,8537.955563798434,3689.993811479333,5835.458701868181,2889.088852397325,741.5659621136194,7083.2926381167235,19522.187002617375,109319.23941491314,21493.06490192582,87826.17451298732,60060.32593153612,4812.975754106525,64873.30168564265,0.5461588841374025,OAS1_0032_MR1
230,873830.8713562454,327679.20225896867,380710.4295496194,108045.33747999641,83870.3557150889,77673.0320317083,31651.352382941986,10016.285488271005,12806.933345697651,6429.877671499496,10520.838462493546,4105.709790240529,6113.974687638884,2236.016885762574,803.6489589418179,6751.95465504468,16422.839160962118,105747.58059738812,22304.259860482114,83443.320736906,25815.55068109133,2571.813868606808,28387.364549698133,0.7042797334278512,OAS1_0033_MR1
400,1113089.4801325954,453761.8798174429,467519.2661145822,152707.7081982094,111427.31730721208,106912.4085378774,51172.51038561193,11392.401417965659,14427.60826289786,6240.88468115509,9480.862515625602,3735.269809166196,7586.130612426883,3312.350830772998,1126.0689424694783,7687.315607257372,20149.53397056641,129233.47539750085,24422.970752237816,104810.50464526303,10258.786475881705,1682.7579140284074,11941.544389910112,0.818986092548106,OAS1_0034_MR1
141,872448.2384268836,354496.9988888556,361571.3735274279,123196.67570591913,82819.7467687642,82907.21176429564,35845.21316867891,10718.749452382333,11367.362419244895,6037.828691529159,7540.168614775067,3307.548831018331,5494.516719286804,1810.3539075095669,845.8379567863948,6044.345691196208,19009.402028815406,103662.48370391509,22242.519863636393,81419.96384027868,52189.16233367149,1886.4999036192908,54075.66223729078,0.7451060258199287,OAS1_0035_MR1
425,1005958.9236058632,388208.0661665674,416090.53474206047,144447.23962023424,94303.04318208608,81931.71981413322,39330.09299063745,10078.71148508168,14794.275244164955,6413.413672340636,9705.18450416506,4141.381788418058,6914.879646720892,2920.3018508026626,937.4189521075494,8345.189573646789,18117.259074394715,136109.93904618442,27184.80661113646,108925.13243504794,18565.90305147363,1650.1729156931651,20216.075967166795,0.8082297284335813,OAS1_0037_MR1
297,1068202.7874258428,451803.69291748607,412272.25893713505,153064.42817998468,114978.73912577101,109874.55638654217,44025.41975075463,10394.95746892477,15509.430207627905,7809.080601036436,10730.06845180405,4498.444770175818,7311.730626445895,2955.287849015238,1196.7269388595828,8293.053576310402,19465.592005508795,136761.9820128717,24891.165728317876,111870.81628455385,11815.663396341333,1269.7859351270208,13085.449331468353,0.8517413821560822,OAS1_0038_MR1
179,962037.4328497988,376727.85675308784,401130.59050635947,128109.46445492623,95318.6661301982,86631.5055740226,38722.64002167204,10968.453439625033,12287.288372246156,8081.765587105042,9735.711502605445,4159.217787506822,6167.482684905176,2699.066862105491,924.7279527559288,7822.114600370533,16977.127132643713,120353.89185115608,23682.7767900541,96671.11506110198,66166.41161957805,4026.476794288519,70192.88841386657,0.6054171436740413,OAS1_0039_MR1
63,933175.3563243534,375934.1547936378,389536.16209871543,127579.52948200045,92901.54525368818,83532.84373233229,44447.99572916535,9430.441518201598,12896.113341141472,5741.819706652169,9479.4905156957,3637.5148141604686,6973.189643741851,2682.9458629291075,986.4679496016511,7241.415630038267,18041.799078249947,108797.19344158431,22924.06082881667,85873.13261276764,10725.609452031858,1343.5309313594112,12069.14038339127,0.839258875088809,OAS1_0040_MR1
395,903430.3978440145,341582.7065486429,385028.1133290302,124978.56061488317,68560.2084972797,79318.74594762927,43505.43177732066,8740.325553459412,13360.192317431818,6621.2716617212345,8228.226579622395,4082.385791432145,5411.5107235275555,1437.8559265403758,557.3749715238814,7189.279632701879,16479.434158070697,117573.8769931862,24025.776772530335,93548.10022065588,39796.572966805135,5230.406732780103,45026.97969958524,0.5190451664531306,OAS1_0041_MR1
328,1170683.293190145,450638.8649769968,526925.491079536,160173.7888167696,105428.24761370273,97486.76901943047,48616.47451619903,14322.993268242608,14777.46824502362,9009.23753972078,10914.259442393788,4315.282779533509,6475.1536691863585,2913.098851170661,1177.1759398584375,8131.1575845816205,24610.591742652316,122519.93674049352,23812.430783430118,98707.50595706339,48163.37153934792,6155.477685518508,54318.849224866426,0.5126399432449005,OAS1_0042_MR1
286,1139001.7568087447,503782.25326191715,434989.14777653606,175099.09005424049,122537.42973959979,114322.23715931151,56835.09709631209,12775.720347292314,14907.122238399636,6915.90864666832,11737.459400336753,4389.027775765899,6756.756654799347,3532.5568195227415,1190.8959391574867,7700.006606608993,22212.67886516096,134227.55514235483,23129.86081830241,111097.69432405243,12520.18536034752,1373.3719298348437,13893.557290182362,0.8311350531512303,OAS1_0043_MR1
8,1011404.0483276731,411884.32595695445,415264.9337842402,148024.0434374964,101501.5838143148,84871.22966395458,47564.49356994442,10369.23247023905,14393.308264650237,5708.89170833445,9698.324504515536,3984.287796443942,7909.236595919496,3083.2268424788736,1065.357945571185,7849.897598951107,19553.74300100519,121190.46880841562,24386.95575407781,96803.51305433782,6713.881656989818,1518.1179224398147,8231.999579429634,0.8396667747503296,OAS1_0044_MR1
137,1155645.4879584217,490212.8309551748,481640.9183931112,176540.3759806056,112491.64625283582,113611.88419560323,52844.292300201094,11560.81440936149,16996.33513166238,7147.776634822255,9787.504499959357,4262.117782249692,6203.154683082705,2919.61585083771,1125.382942504526,8129.785584651716,23163.817816567556,117585.53899259039,23728.052787740962,93857.48620484944,11033.280436313042,1735.5799113297476,12768.860347642789,0.7813674113135225,OAS1_0045_MR1
180,960633.1909215411,374416.7228711629,418433.56762235565,131658.48527360783,79443.25494126815,88424.70948240836,46829.10160751537,8685.445556263214,12981.17733679558,6047.089691056018,8833.621548692947,3933.52379903746,6758.128654729253,2479.889873303177,924.3849527734526,7070.258638782626,19375.72601010002,109527.09740429373,21892.659881510634,87634.4375227831,17926.894084120406,2907.267851468565,20834.16193558897,0.6981213339936387,OAS1_0046_MR1
101,954932.531212786,391807.16498269053,373299.57192823786,133587.51717505418,96104.47909005126,90740.98836407036,40437.63993405321,11194.833428059348,11684.980403017888,5885.879699292187,8534.525563973672,3554.1658184187436,7140.230635207778,2682.259862964155,747.0539618332392,7066.485638975388,19741.706991402163,132666.56222210548,24817.420732085484,107849.14149002,23518.136798465508,2467.1988739515564,25985.335672417066,0.7461316034579747,OAS1_0047_MR1
31,1072304.0382163113,444988.9692656482,421221.81447990495,153245.53217073216,110562.6143513895,101646.32980691976,49101.133491437955,9607.429509159334,14701.322248913897,6480.298668923502,9837.582497400886,3716.404810130003,6813.694651890402,2946.7128494533326,1168.9439402790078,8039.233589277988,20825.929936009543,142006.79474491585,26207.599661061664,115799.19508385417,6089.964688865548,1874.4949042326225,7964.45959309817,0.7843080760198207,OAS1_0049_MR1
85,1009970.9944008875,413910.76985342405,406854.57421392296,146661.9905070833,98577.5089637049,92672.07826541158,47378.24457945982,9671.913505864866,14291.437269854796,7718.1856056802335,10504.374463334687,4048.085793184522,7698.977606661564,2937.1088499439975,1113.0349431353816,7497.636616948014,18949.034031899588,124206.46765432917,23625.838792963048,100580.62886136612,12280.42837259663,1941.7229007979647,14222.151273394597,0.798556290909018,OAS1_0050_MR1
186,1121362.2967099396,475306.73771672265,457567.46462301665,161162.3147662661,115067.57612123236,118485.57094660804,47036.61659691349,11952.863389331826,14743.168246775997,7773.751602841383,10969.825439554937,4137.60878861082,7507.2406164573495,3323.6698301947145,1102.4019436786184,7872.878597777015,21601.795896370786,123273.5077019938,23263.973811450618,100009.53389054319,12621.027355195532,1516.0599225449573,14137.08727774049,0.8321961969092467,OAS1_0051_MR1
298,924831.1957506542,390657.77204141265,370423.86007515714,144533.67561581824,89997.3644020619,87891.68750964028,39038.20000555017,9935.68049238909,11049.058435506948,7750.427604032999,9194.457530257947,3639.5728140553265,6081.732689286117,2120.0828916856067,1036.2029470607051,6544.096665664081,19261.164015952956,106871.93453994521,20098.769973159928,86773.16456678527,35998.53416084578,2971.065848209145,38969.600009054935,0.6717153417306357,OAS1_0052_MR1
20,829655.2176131661,328466.7302187341,338587.6307016604,110363.3313615708,79971.81791426403,79668.94892973751,31841.031373251342,10812.731447580823,10765.740449981578,5965.7986952091505,7576.526612917548,3489.3388217307356,4945.373747342352,1965.732899571301,735.048962446571,6199.03868329299,15808.869192329657,109856.7203874534,20460.291954689877,89396.42843276353,36742.50112283674,2817.744856042268,39560.245978879,0.6369865471915608,OAS1_0053_MR1
222,1179863.6877211216,516868.045593368,457430.6076300087,175278.13604509307,127166.55750309906,120510.29984316527,57142.76808059327,12187.132377363096,17153.4291236365,7009.890641866808,12180.958377678522,4707.674759486321,8453.234568126805,3508.889820731881,1150.4219412252912,8475.872566970236,24583.151744054216,134780.12811412406,26523.84564490475,108256.2824692193,9543.631512418753,1692.361913537742,11235.993425956496,0.8332089121385642,OAS1_0054_MR1
28,1084221.5726074479,462847.6063532559,423181.0303798092,164017.4466203983,114062.24317259452,104048.70168418332,48072.476543991725,10776.373449438343,15322.495217178357,8005.962590977794,9556.66551175285,3894.4218010351688,7442.070619786864,3347.679828968051,1042.033946762801,7790.901601965195,21870.36488264968,134335.25713685236,26333.480654630443,108001.77648222193,14960.287235683452,1306.486933251978,16266.77416893543,0.8506805477242558,OAS1_0055_MR1
10,800160.3061200521,313007.0350085653,322790.76650871744,122516.84974065122,72347.61430378229,64958.02268131428,27728.46158336129,9510.017514136083,10790.779448702344,6459.718669974928,8964.990541981348,3313.379830720427,4375.650776449325,1828.8759065632835,803.6489589418179,6259.749680191283,15946.069185320152,111311.72631311759,19032.040027658833,92279.68628545875,39143.158000187905,3512.66282053912,42655.82082072702,0.5561327045600368,OAS1_0056_MR1
234,1000885.2678650747,429924.06703530956,378462.40766447014,161308.43275880098,106866.78954020806,98555.21396484395,34043.43426073124,9961.40549107481,15563.967204841625,6772.191654010778,10306.120473463423,3992.176796040895,7492.491617210871,3126.101840288403,1078.0489449228057,7679.083607677942,19188.791019650474,128559.48043193505,22860.26283207609,105699.21759985897,15130.415226991665,1800.0639080352798,16930.479135026944,0.8063280068022114,OAS1_0057_MR1
162,1150110.15424122,454613.5487739314,491361.8808964702,158642.29389501322,112678.58124328539,102703.79875289401,46743.69461187879,12041.357384810695,15713.172197218788,7633.121610026126,10174.065480210073,4599.972764988784,8223.08157988525,3467.386822852257,1241.3169365814933,8751.987552863604,21803.82288604929,134208.00414335367,29712.71648198631,104495.28766136739,18349.12706254865,2131.401891107322,20480.528953655972,0.7975542375687146,OAS1_0058_MR1
423,1024931.2816365709,453528.2968293765,395706.04578349786,160236.90081354522,110736.17234252248,106136.19957753367,44629.78571987775,11340.608420611748,14338.771267436516,7471.568618279821,9686.662505111344,3966.1087973727017,7078.4906383620555,2760.4638589687365,1107.546943415762,7592.990612076408,20448.629955285684,113588.9031967773,22219.88186479296,91369.02133198435,16603.25715174462,1790.4599085259451,18393.717060270563,0.7980249812045205,OAS1_0059_MR1
123,1042782.0297245819,412242.7609386421,436286.71671024367,151972.65923576284,98401.89297267707,89436.90243069573,40288.09194169357,10703.314453170904,13712.796299417387,6590.401663298373,9167.7035316248,4225.073784142259,6052.920690758114,2716.559861211779,888.3699546134478,8079.707587210185,21439.899904642,128557.42243204018,26554.372643345137,102003.04978869506,33487.088289154795,3022.172845598104,36509.2611347529,0.6669776672472976,OAS1_0060_MR1
17,1340509.1015137958,561717.6943020129,525368.2711590941,195680.118002762,140073.3038436973,123671.73068164871,61595.936853082225,14704.752248738658,18738.0890426767,7885.226597146159,12066.739383513937,4767.013756454709,8599.352560661679,4020.645794586423,1387.7779290988456,9790.248499819167,25991.85267208411,173661.57712768257,34523.291236215504,139138.28589146707,9682.54650532163,1144.247941540719,10826.79444686235,0.8825899393887757,OAS1_0061_MR1
310,1345384.1602647305,568207.2539704633,525132.9731711153,198347.2858664972,140066.78684403026,126292.59354774962,62057.95782947772,14940.050236717354,18866.371036122815,7869.791597934729,11871.915393467436,4691.553760309938,8494.051566041475,3918.0887998260287,1316.776932726265,9656.478506653435,26502.579645991224,172849.01016919638,34390.89324297967,138458.1169262167,9611.888508931524,1110.2909432755719,10722.179452207096,0.8844441699067724,OAS1_0061_MR2
110,1001903.291813064,411361.5939836606,404825.729317576,142303.48972975777,101940.2807919019,95728.55110925729,40126.88194992975,11348.840420191176,12059.536383881936,7147.090634857303,8501.597565655953,3756.192808097246,6306.740677790527,3150.1118390617394,938.7909520374544,6724.514656446581,19913.54998262276,127538.71248408577,23115.797819020885,104422.91466506489,31601.96038546541,2758.062859091403,34360.02324455681,0.6957684595790979,OAS1_0062_MR1
233,1253301.0129692305,499268.03049254743,540670.8723772888,175716.14702271525,117425.70100075647,114648.77314262888,53253.49127929525,13284.38932130457,16541.86015488137,6876.80664866603,10836.055446389208,4401.375775135044,8795.548550638086,3475.9618224141623,1240.2879366340646,9222.240528838523,24939.528725847023,141958.08874740422,27879.038575668354,114079.05017173584,16045.196180255783,1943.0949007278696,17988.291080983654,0.8190783435751776,OAS1_0063_MR1
353,1076136.7200205007,437332.8666567962,462824.62535442994,150027.8493351226,108286.46646767721,95664.06711255175,50605.18841459624,12388.473367076644,14081.178280596863,7300.068627041703,8228.912579587346,3581.6058170168426,7430.7516203651485,3171.03483799279,854.4129563483007,7143.66063503254,20360.82195977177,115422.23810311279,23455.367801672357,91966.87030144043,35704.92617584612,2525.508870972516,38230.435046818646,0.746511927585374,OAS1_0064_MR1
226,744679.7159545388,322110.94054344954,299796.0476835107,114529.75214870964,77401.03304560465,74512.28719318978,31497.002390827678,8081.422587122566,8399.040570895559,3697.5398110938104,4924.793748393778,2069.6618942616,5291.460729660872,2221.267886516096,438.35397760462797,4915.189748884443,16089.443177995217,84122.46070220895,14076.03328085972,70046.42742134922,48894.30450200478,4783.820755596045,53678.12525760083,0.5281333552067178,OAS1_0065_MR1
276,887255.5476703824,342972.88547761913,387834.53918565076,123603.47368513595,81329.41184490497,74801.09317843478,36928.06411335638,8951.956542647249,12009.458386440405,6215.502682451849,8652.860557927972,3656.0368132141857,5358.002726261262,2364.641879191162,882.1959549288756,6532.091666277414,17358.886113139764,101860.01879600246,20310.743962330238,81549.27483367223,19002.885029148354,1576.4279194607748,20579.312948609127,0.7727484669796272,OAS1_0066_MR1
335,997228.5450518954,415193.58978788514,422604.79040924914,130342.73734082902,99120.47793596478,100625.90485905297,54957.85819221966,11155.388430074581,12534.59135961152,6051.548690828209,8169.230582636482,3391.926826707485,6411.355672445779,2656.877864260914,763.1749610096222,6757.785654746776,18991.223029744164,103841.52969476767,21703.32389118375,82138.20580358393,38456.129035288,2526.880870902421,40983.009906190426,0.7177828768883951,OAS1_0067_MR1
93,1077736.1289387876,422429.86041818623,451999.54590748,149967.48133820677,104544.33665886149,92365.77928106028,45735.960663363614,11571.104408835778,15300.2002183174,7237.299630248552,9737.769502500303,4427.4437738032375,7274.686628338462,3441.3188241840626,986.8109495841272,8159.626583127147,18245.19806785835,133413.27318395625,28993.78851871612,104419.48466524013,11505.24841220034,1553.1039206523908,13058.35233285273,0.8240401136341773,OAS1_0068_MR1
