,csf,3rd_ventricle,inf_lat_vent,4th_ventricle,frontal,temporal,parietal,occipital,insula,thalamus,caudate,putamen,pallidum,hippocampus,amygdala,accumbens_area,ventraldc,cingulate,cerebellum,subject,brain_stem,parietal,lateral_ventricle,total_cerebral_white_matter
84,1364.4539302904616,2474.744873566033,3478.362822291496,3601.4998160004643,135643.8020699992,90557.48337344558,87410.45853422613,39734.48996997693,9889.032494772322,11371.135419052132,6799.631652608877,7464.708618630296,3037.2648448270584,5239.667732306962,2351.9508798395414,614.9989685798888,6288.218678736811,17015.54313068105,95157.11313845188,OAS1_0299_MR1_mpr-4,16922.933135412466,87410.45853422613,62913.39978577345,334411.9489149947
90,1058.8409459041366,1011.8499483048923,1486.218924069525,2291.582882923724,167570.58343886962,113765.54818775256,106843.46554139967,48467.612523804346,10637.801456517944,15251.1512208233,8065.644587928658,9584.791510315903,3853.2618031380207,7238.328630195981,3351.109828792813,1018.0239479894645,7691.774607029563,21682.057892270226,133395.78018484995,OAS1_0055_MR1_mpr-4,18307.28106468655,106843.46554139967,15107.09122818328,413288.22488522966
93,911.6939534218318,1170.3159402089127,1260.867935582639,1404.5849282401812,146050.42153832817,100194.41088109787,102759.36475005516,44927.166704684656,10007.367488726624,14486.947259866249,7275.7156282858905,9531.626513032086,4229.875783896927,6660.373659723526,3003.9938465268633,1063.642945658804,7001.658642287379,18725.398043325084,118114.44496556875,OAS1_0293_MR1_mpr-4,19090.350024679796,102759.36475005516,24880.53272886111,379677.9996023659
94,1389.835928993703,1662.863915044786,4600.658764953736,2062.4588946295994,141738.22575863695,92030.668298181,92826.77125750834,38828.284016274716,11195.519428024301,11797.82739725257,7891.743596813209,9654.763506741056,3459.154823272827,4949.489747132066,2737.1398601603532,857.1569562081106,6589.715663333422,17855.55008776535,96212.18108454878,OAS1_0278_MR1_mpr-4,18056.205077513947,92826.77125750834,48160.284539505636,334876.0278912851
95,901.746953930021,822.8569579604871,1760.6189100505126,2086.4688934029355,166002.73051897073,117492.58599733934,117394.48800235114,53069.986288670465,12682.767352041254,16975.755132713806,9099.789535094507,11261.032424677262,4395.201775450471,7556.2896139514505,2947.0558494358083,1062.2709457288988,8442.601568670041,22086.111871627225,151684.19625050033,OAS1_0129_MR1_mpr-4,20090.880973562973,117394.48800235114,17087.91612698354,447504.1881371464
97,1888.9009034966246,3741.100808868292,4257.6587824775015,4524.169768861536,163963.93862313198,111242.4403166574,111352.20031104978,53314.88827615849,11716.193401423225,16201.604172264946,8031.687589663512,10799.011448281773,4493.642770421151,8117.780585265047,3722.9218097970515,1054.0389461494692,8738.61055354703,22528.58184902157,134353.09313594113,OAS1_0120_MR1_mpr-4,27024.28261933758,111352.20031104978,67461.57955340832,473652.4488012397
100,1271.500935039402,1177.1759398584375,1977.394898975493,1375.7729297121773,139515.24287220844,87599.794524553,89876.28540824779,49384.7944769458,9390.99652021683,13389.347315942297,7346.030624693518,9626.980508160479,3492.082821590546,5770.974705162649,2571.813868606808,888.3699546134478,7085.693637994056,17312.58111550547,113232.18321500203,OAS1_0371_MR1_mpr-4,17735.15709391619,89876.28540824779,16797.395141826164,392561.76494413824
101,1122.29594266224,2522.7648711127063,6109.172687884216,2924.0748506099007,97227.46103267843,69170.74846608739,66240.15661581044,29777.88647865679,7201.284632088547,8489.24956628681,4429.844773680571,6804.77665234602,2551.919869623186,4295.731780532364,1624.1049170249712,638.3229673882728,5366.577725823168,12711.922350551735,98530.17496612317,OAS1_0339_MR1_mpr-4,17317.04011527766,66240.15661581044,58287.70202209894,274392.7829813558
106,787.1849597829587,634.8929675635104,2094.357892999889,1264.9839353723535,156795.2389893787,110555.068351775,103076.98273382815,49866.02345235995,9366.986521443494,14647.471251665127,6561.246664787894,9808.770498872884,3660.1528130039005,6356.132675267105,2866.7938535363696,1132.5859421365271,7816.969600633389,20655.458944718855,140161.45483919367,OAS1_0049_MR1_mpr-4,19828.142986986175,103076.98273382815,6203.154683082705,411398.2949817856
108,979.9509499346026,1055.067946096898,1839.8519060025228,1832.648906370522,158014.94692706416,112644.96724500271,93682.89921376904,48235.7445356504,11387.942418193468,15320.094217301023,7635.865609885937,9671.57050588239,4137.60878861082,7345.687624711042,3071.907843057158,1008.0769484976538,8254.294578290588,20151.591970461268,139813.65285696278,OAS1_0357_MR1_mpr-4,22246.635863426105,93682.89921376904,20244.201965729848,428662.5130997619
114,1017.3379480245121,792.6729595025784,1531.494921756388,2575.5868684140464,171283.90124915732,115598.54009410557,111635.86129655765,50755.079406938356,10540.732461477168,16035.935180728924,7762.089603437191,10868.64044472445,4381.824776133899,6683.011658566957,3289.0268319646148,1057.8119459567079,7934.618594622738,20951.467929595845,125061.90961062489,OAS1_0361_MR1_mpr-4,18655.426046899927,111635.86129655765,12414.541365744837,446416.5351927143
119,1825.1029067560448,1324.6659323232184,1833.6779063179506,2657.22086424339,189773.31530453876,139583.49986872124,122119.65576094374,55113.92318424635,14159.725276583922,15840.768190699946,8414.132570124515,9491.838515064843,4836.985752879862,7518.216615896588,3616.2488152469423,1192.2679390873918,8796.577550585516,25615.581691307685,146582.7575111313,OAS1_0069_MR1_mpr-4,22967.621826591152,122119.65576094374,24020.97477277567,484048.7782700944
120,1015.622948112131,844.4659568564898,1487.933923981906,1105.4889435209045,127720.15947481571,91838.24530801183,81985.91381136447,44049.42974952796,9478.804515730746,12908.11834052814,5809.390703199987,9503.157514486558,3533.58581947017,6730.002656166202,2654.4768643835805,940.5059519498355,7146.747634874826,17491.97010634054,108029.21648082003,OAS1_0040_MR1_mpr-4,18970.300030813112,81985.91381136447,10761.624450191863,382577.03545425506
121,978.9219499871738,1069.4739453608997,1650.8589156581177,2174.9628888818042,144124.13363674164,103272.4927238396,102328.556772065,50097.20544054893,11525.142411183962,12529.446359874379,7066.828638957863,9871.539495666035,3917.4027998610763,6519.057666943317,2858.904853939416,911.6939534218318,6668.262659320479,19550.656001162897,110039.88237809572,OAS1_0030_MR1_mpr-4,18589.227050282017,102328.556772065,21987.67087665655,335064.3348816645
123,1128.469942346812,1322.9509324108371,1903.992902725579,1947.5539005000605,189766.11230490677,119314.94490423557,115105.9921192697,51530.9453672996,13607.83830477966,16794.99414194883,10052.30048643101,10817.876447317965,4736.143758031849,7852.298598828441,3767.511807518962,1222.4519375453006,9100.818535041935,23172.39281612946,157396.860958642,OAS1_0017_MR1_mpr-4,23535.972797554274,115105.9921192697,22499.76985049357,489477.78199272824
124,1617.5879173579228,1904.335902708055,4684.007760695462,2171.875889039518,154950.92808360397,93778.5962088799,92828.82925740321,39948.17895905962,11489.81341298891,13303.597320323239,7312.759626393324,8144.534583898193,3682.104811882379,4680.920760853174,2562.5528690799492,655.4729665120844,7354.605624255424,19031.69702767636,105379.54161619111,OAS1_0021_MR1_mpr-4,20097.39797323002,92828.82925740321,145651.16955872584,381669.45750062296
126,1231.7129370721589,831.0889575399167,1701.9659130470766,2045.99489547074,167075.6344641564,113449.3022039095,124139.23965776381,47718.500562076246,12024.893385651836,14687.602249614847,7923.985595165974,11032.251436365614,4087.530791169289,7150.177634699588,3170.3488380278377,1091.768944221855,7673.595607958323,21749.285888835562,120806.9948280072,OAS1_0051_MR1_mpr-4,18707.905044218795,124139.23965776381,12577.46635742105,445740.48222725367
133,1262.925935477496,969.6609504603155,1794.918908298136,1646.0569159034503,196284.14097190264,134223.7821425476,121012.10881752797,61941.3378354358,13216.132324791799,18489.414055381432,9366.30052147854,12299.6363716153,4772.844756156806,7593.67661204136,3420.7388252354885,1060.898945798994,9481.205515608079,23523.624798185127,167276.6324538875,OAS1_0153_MR1_mpr-4,24461.386750275153,121012.10881752797,9967.922490741857,490540.0529384572
153,1841.223905932428,2852.0448542898916,7348.774624553329,2682.259862964155,140592.9488171488,63309.90776551597,89903.03940688093,44361.559733581336,10009.768488603957,12323.989370371113,7272.97162842608,8146.9355837755265,3637.514814160469,2983.4138475782893,1341.472931464554,745.6819619033342,6663.803659548288,17757.45209277715,122650.61973381696,OAS1_0430_MR1_mpr-4,17584.580101609125,89903.03940688093,66827.37258580976,365627.69132019195
159,1588.7759188299192,2335.8298806631583,3241.349834400418,2757.719859108927,134836.38011125015,100472.92686686857,93518.60222216291,40895.54491065898,11087.817433526761,12196.73637687243,6624.358661563521,8538.641563763387,3610.760815527323,4937.141747762922,2448.6768748978393,792.3299595201022,6513.569667223697,18367.306061619893,98061.97999004312,OAS1_0221_MR1_mpr-4,16822.091140564455,93518.60222216291,63782.21874138575,337209.7997720534
161,1248.8629361959706,1282.4769344786416,2691.86386247349,1473.8709247003806,122557.6667385659,79641.85193112187,78368.29299618764,32566.133336206105,11451.39741495157,7793.302601842528,6684.383658496861,8697.107555667408,3406.332825971487,4658.968761974696,2266.543884202959,862.9879559102064,4368.790776799801,18363.87606179513,49713.045460175555,OAS1_0291_MR1_mpr-4,8328.725574487931,78368.29299618764,25721.56868589284,345095.36936918204
164,866.7609557174451,831.7749575048691,1125.7259424870022,1829.5619065282358,160431.38180360926,108133.4884754928,100531.92286385447,48518.03352122835,9423.924518534548,15087.540229182136,6754.355654922014,9348.121522407302,3809.700805363539,6884.695648262983,3155.5998387813593,1019.0529479368932,7661.933608554131,19793.156988773597,114286.56516113397,OAS1_0209_MR1_mpr-4,17178.81112233974,100531.92286385447,10270.448475285895,404099.2553546913
165,1385.376929221512,1723.2319119606032,2423.6378761770748,1681.0429141160262,150280.98332219006,104815.3066450177,94119.88119144377,59865.50194148962,10951.303440501222,13937.804287921797,7060.654639273292,10889.5634436555,4399.317775240186,6457.317670097595,2944.3118495759986,892.4859544031626,7623.517610516792,21962.631877935783,124677.40663026902,OAS1_0418_MR1_mpr-4,20690.101942948953,94119.88119144377,22349.53585816898,453941.61180826044
182,1059.5269458690889,1202.2149385792027,955.2549511963136,1727.6909117327941,143032.70769250224,104733.67264918836,91560.75832218857,40392.02093638387,8862.433547220953,12813.107345382225,7443.099619734293,7736.021604768997,3502.0298210823566,6735.833655868297,2825.633855639221,989.8979494264133,7735.678604786521,17691.25309615923,147465.98246600758,OAS1_0070_MR1_mpr-4,20146.103970741646,91560.75832218857,20388.26195836987,384936.18933372654
184,2110.135892193796,2622.5778660132905,3737.6708090435295,2178.735888689043,143952.63364550352,100021.88188991233,93475.38422437091,38070.597054984726,11935.027390243064,12818.252345119367,7324.764625779992,9175.592531221755,3427.255824902537,5703.403708614831,2472.686873671176,763.5179609920984,7046.248640009289,21255.36591406979,114178.52016665395,OAS1_0226_MR1_mpr-4,20712.396941809908,93475.38422437091,45511.63867482415,357057.15075805824
185,1129.1559423117646,903.4619538424022,1690.989913607837,1919.7709019194856,189934.1822963201,135541.58807522128,136606.60302081,48851.08650421277,11427.387416178235,15430.54021165837,8479.302566794999,9510.36051411856,3695.1388112164764,6632.590661142951,3194.3588368011738,1104.802943555952,7774.437602806336,24836.628731104152,134083.4951497148,OAS1_0415_MR1_mpr-4,19665.56099529244,136606.60302081,12410.082365972648,439918.40052470204
196,1340.4439315171253,2221.267886516096,4379.423776256564,1131.213942206622,135940.15405485866,82885.94576538212,87054.42455241579,39504.33698173538,10703.65745315338,12468.04936301113,8621.30455954016,9795.736499538787,4315.282779533509,5091.491739877228,1779.1409091042294,798.1609592221981,7826.9166001252,19296.150014165534,113961.05817776403,OAS1_0166_MR1_mpr-4,18767.930041152133,87054.42455241579,51994.681343607466,389270.6801122788
203,1093.14094415176,757.00096132505,2074.4638940162677,1916.6839020771995,174054.99810758283,113443.47120420738,118338.42395412573,47540.82657115356,11585.51040809978,14946.567236384402,8158.940583162194,11546.408410097489,4457.970772243622,6865.487649244314,2803.6818567607424,1317.4629326912175,7856.07159863568,24300.176758511327,125313.32859777997,OAS1_0087_MR1_mpr-4,18240.396068103684,118338.42395412573,14555.547256361495,422832.1993976309
211,1272.5299349868308,838.97795713687,1960.5878998341577,1976.7088990105406,177816.67891539968,99366.06592341777,106814.3105428892,48763.62150868133,12292.4333719833,15390.752213691128,8093.084586526758,11046.657435629615,4476.4927712973395,6083.104689216023,2990.9598471927666,1060.5559458165178,7696.233606801754,22375.603856837166,119356.4479021152,OAS1_0377_MR1_mpr-4,19597.646998762146,106814.3105428892,12784.295346854218,449215.41504972044
216,999.1589489532716,943.2499518096454,2165.7018893549457,2044.622895540835,215429.02799379616,144761.42760418245,144836.5446003448,60187.92192501728,13972.447286151897,19525.96000242461,10644.318456184992,12761.657348010787,4958.750746658925,8182.950581935531,3819.9908048378256,1255.379935863019,9279.521525912052,26509.43964564075,155934.65203334583,OAS1_0277_MR1_mpr-4,24731.670736466425,144836.5446003448,18452.71305725647,570805.4788377208
221,847.5529566987759,903.8049538248785,1822.3589068962349,1492.049923771621,147946.1824414743,93257.23623551601,91240.39633855576,48156.5115396984,8224.453579815156,14307.558269031178,6707.36465732277,9189.65553050328,3785.347806607726,6176.057684467082,2643.1578649618646,816.3399582934386,7949.710593851692,16168.676173947228,129405.66138870391,OAS1_0168_MR1_mpr-4,21256.394914017215,91240.39633855576,17929.98108396269,441175.83846045996
222,1048.2079464473732,855.4419562957294,1574.7129195483935,1781.1989089990868,175979.571009257,120916.7548223996,118080.4879673036,50055.35944268684,10409.020468206294,14982.925234526883,8715.286554738646,11071.010434385427,4159.217787506822,7143.66063503254,3616.9348152118946,1088.681944379569,7694.518606889373,21332.54091012694,131184.1162978432,OAS1_0102_MR1_mpr-4,18000.982080335274,118080.4879673036,25937.31567487039,416455.4867234152
223,1754.4449103659406,1738.3239111895575,2442.5028752132675,1669.7239146943105,138090.76394498465,89093.559448237,87480.43053065128,44417.46873072497,10737.614451418529,12653.269353548298,6152.390685676222,7369.354623501902,3538.044819242361,5113.443738755706,2609.543866679194,703.8359640412336,6498.820667977219,18796.056039715186,115421.55210314784,OAS1_0164_MR1_mpr-4,20215.389967201845,87480.43053065128,54493.093215964356,363170.09644574963
225,953.1969513014562,703.8359640412336,1834.020906300427,1444.7159261899005,155753.20504261588,101939.93779191942,104064.47968337723,44759.43971325377,10735.899451506146,15754.332195115936,8085.195586929804,9756.29150155402,4118.057789609674,7269.541628601318,2801.280856883409,1078.0489449228057,8082.108587087519,17411.02211047615,135800.21006200835,OAS1_0311_MR1_mpr-4,19830.886986845984,104064.47968337723,8690.590556000358,385955.9282816284
226,732.3049625867611,639.6949673181778,1548.6449208801996,1517.7749224573386,136370.27603288388,96630.2980631873,97871.95799975129,42566.640825283204,9480.862515625604,13863.030291741978,8374.687572139746,10147.654481559402,3980.5147966367035,5843.347701465134,3059.216843705537,963.1439507932671,7280.174628058081,16845.41513937284,120958.25782027922,OAS1_0349_MR1_mpr-4,20661.975944385904,97871.95799975129,15594.151203299534,398631.83563402016
227,956.9699511086948,950.4529514416464,1833.3349063354744,1685.158913905741,185429.9065264422,131678.72227257394,127539.7414840332,60332.66791762225,12007.400386545549,16959.634133537424,8449.461568319566,12163.12237858976,4532.05876845849,7748.026604155666,3525.6968198732166,1083.193944659949,8961.217542174109,24609.905742687362,134848.7281106193,OAS1_0080_MR1_mpr-4,20592.346947943228,127539.7414840332,11114.228432177431,538267.1285000953
229,1106.5179434683332,1733.5219114348902,3343.2208291958596,1850.8279054417624,136741.74501390563,99020.6649410642,88889.13145868118,35732.7091744267,12033.125385231266,11712.420401615986,7659.189608694322,9498.698514714368,3618.3068151418,5573.749715238814,2568.3838687820453,904.8339537723072,6102.998688199644,18229.07706868197,116127.44606708392,OAS1_0169_MR1_mpr-4,17957.42108256079,88889.13145868118,58587.141006800695,348224.2152093302
235,1242.345936528922,1104.1169435909994,1906.7369025853886,1664.9219149396433,153846.12514004804,100593.31986071773,94012.17919694622,45682.79566607979,10481.736464491256,14581.61525502969,7142.631635085111,9014.039539475449,4029.9067941132816,6840.791650506025,3243.4078342952753,980.2939499170789,7343.286624833709,19471.080005228418,128349.22144267712,OAS1_0216_MR1_mpr-4,19746.85199113931,94012.17919694622,20313.144962207574,453876.44181159
236,1073.5899451506145,891.7999544382102,1660.4629151674521,1313.0039329190265,183157.5316425371,121469.3277941688,113869.1341824604,51990.565343817754,12334.965369810352,15187.353224082719,8024.141590049035,10268.733475373514,4200.720785386446,7024.29664113081,3615.219815299514,1183.34993954301,7737.736604681379,23065.719821579354,126504.9105369024,OAS1_0182_MR1_mpr-4,20241.114965887562,113869.1341824604,13966.273286467323,462267.936382871
241,1158.3109408222447,1172.37394010377,2155.7548898631353,2147.179890301229,179956.9988060514,113599.53619623408,118289.37495663163,54167.92923257689,12999.013335884341,16610.11715139414,6925.169646195179,10733.498451628813,4382.853776081327,8324.952574680694,3391.2408267425326,1204.9589384390124,9088.47053567279,24906.60072752931,139975.2058487091,OAS1_0063_MR1_mpr-4,22274.41886200668,118289.37495663163,16018.442181622639,531226.3678598056
242,1118.8659428374776,1347.3039311666498,1859.0599050211922,2095.0438929648417,190973.12924324063,131143.642299911,129602.88637862775,55256.61117695646,13729.603298558723,15907.653187282813,10168.92048047293,12024.207385686885,4554.353767319444,7484.945617596393,3343.906829160812,1306.829933234454,8419.96356982661,22443.174853384986,141139.00478925096,OAS1_0211_MR1_mpr-4,20371.454959228533,129602.88637862775,22594.094845674532,448527.0140848906
244,859.2149561029679,1911.8819023225321,3516.778820328834,1769.1939096124186,147689.27545459958,86562.56257754487,98314.08497716315,44785.85071190444,9809.456498837837,11546.065410115014,6638.421660845046,9471.601516098744,3517.807820276263,5025.292743259315,1742.7829109617485,828.0019576976306,5838.202701727991,18836.530037647382,118576.12294198177,OAS1_0238_MR1_mpr-4,16425.583160821927,98314.08497716315,36572.030131546046,414653.70781546755
245,763.5179609920984,793.3589594675309,2228.8138861305733,1737.637911224605,205120.5065204554,136368.90403295396,134897.43410813092,72769.84728221053,14327.4522680148,17050.18612891115,7621.116610639459,11554.640409676918,4251.484782792929,7335.054625254279,3538.387819224837,1249.891936143399,8793.490550743229,28106.4475640501,168852.3743733833,OAS1_0359_MR1_mpr-4,23267.746811257857,134897.43410813092,6962.899644267564,488492.6860430565
246,1722.2029120131745,2419.1788764048833,3973.654796987179,1426.193927136184,119714.5398838204,60610.15490344554,76493.45509197253,43962.650753961476,8658.691557630069,11670.917403736363,5006.084744240646,6959.126644460326,3450.9228236933973,3731.8398093414335,1215.2489379132994,694.231964531899,6543.7536656816055,17005.939131171715,118756.88393274674,OAS1_0308_MR1_mpr-4,18780.27804052128,76493.45509197253,35266.91519822397,378243.2306756678
250,1795.9479082455648,2734.395860300543,4349.9257777636085,2194.51388788295,177166.35094862478,104571.4336574771,113998.78817583641,52309.89832750312,13051.149333220732,15883.986188491952,7099.413637293106,9775.156500590212,4786.5647554558545,6902.531647351747,2583.818867993476,965.5449506706007,9565.92651127971,24259.70276057913,152530.03420728672,OAS1_0290_MR1_mpr-4,28013.837568781517,113998.78817583641,58742.17699887996,535537.1916395669
262,897.6309541403062,906.8919536671646,1964.01789965892,1304.0859333746444,171515.4262373288,120002.65986910043,113849.58318345925,44011.699751455584,11548.466409992347,15095.429228779089,7127.882635838634,10512.949462896593,4021.3317945513754,7167.670633805876,2866.4508535538935,1251.9499360382565,7584.7586124969785,22210.6208652661,149850.86134416485,OAS1_0328_MR1_mpr-4,19956.424980432286,113849.58318345925,8732.436553862459,411140.01599498105
265,1171.6879401388178,2301.1868824330586,4616.436764147643,1631.6509166394485,120605.31083831117,83949.58871104091,74975.6801695152,40857.471912604124,9794.707499591357,12385.386367234358,6450.45767044807,7241.415630038267,3326.413830054524,5946.933696172957,2561.866869114997,714.8119634804732,6517.685667013411,17624.711099558845,96675.2310608917,OAS1_0445_MR1_mpr-4,16703.413146627678,74975.6801695152,57307.06507219939,320902.89460516826
267,1220.3939376504431,1488.962923929335,2145.4648903888483,1866.6059046356693,117753.95198398625,86090.59460165758,87582.98752541168,34272.901249007846,9612.574508896478,11826.639395780572,5203.995734129433,8187.409581707722,3558.967818173411,5930.469697014098,2329.9988809610622,684.6279650225645,6777.336653747921,16179.30917340399,117760.46898365328,OAS1_0220_MR1_mpr-4,19195.6510193,87582.98752541168,33694.60327855292,369638.3901152865
272,1220.0509376679668,1062.2709457288988,1820.98690696633,2735.0818602654954,211954.4381713119,148509.04541271782,137965.22595139837,62361.85581395165,14995.273233896029,18639.305047723545,9604.685509299525,11751.179399635801,4539.26176809049,9006.150539878494,4217.870784510258,1482.7889242447627,9438.33051779855,25455.400699491285,153869.10613887393,OAS1_0435_MR1_mpr-4,23437.874802566068,137965.22595139837,17796.55409077944,482334.8073576606
276,1114.4069430652864,1653.9459155004038,1814.1269073168053,1603.8679180588736,144861.58359906555,93354.64823053929,96875.54305065783,42329.62783739212,10407.991468258866,13908.306289428841,6967.701644022232,9716.1605036043,4339.292778306845,6155.134685536032,2635.268865364911,1037.2319470081338,7746.311604243285,19391.16100931145,118754.82593285188,OAS1_0022_MR1_mpr-4,20864.002934064403,96875.54305065783,19621.313997553007,419891.6605478621
279,1365.1399302554141,1645.7139159209742,2222.9828864284773,2115.6238919134157,144444.49562037445,99621.25791038008,89250.99644019362,42612.25982295254,12520.185360347517,12782.237346959362,7109.01763680244,8616.502559785491,4265.5477820744545,5831.342702078466,2345.776880154969,952.1679513540275,7331.967625411993,19977.690979345818,122080.55376294145,OAS1_0362_MR1_mpr-4,19931.385981711523,89250.99644019362,36955.161111972004,350276.38410448557
295,1018.3669479719408,963.4869507757433,1743.8119109091772,1577.4569194082035,162584.04969363008,112638.45024533565,99781.43890219647,48887.78750233773,11989.564387456783,15759.820194835556,7696.919606766707,10527.01246217812,4369.476776764754,6914.879646720892,3570.6298175776033,1113.3779431178577,8339.70157392717,21815.827885435956,130114.6423524823,OAS1_0174_MR1_mpr-4,19484.800004527464,99781.43890219647,8652.860557927972,423850.9093455853
309,1257.7809357403526,1911.1959023575798,1695.448913380028,2076.521893911125,141762.2357574103,104475.73666236625,99115.67593621011,42291.55483933726,11288.815423257838,13308.056320095431,4923.421748463873,9005.807539896017,3768.1978074839144,7574.811613005168,3104.4928413924004,820.7989580656297,7886.255597093588,20479.156953726066,138136.7259426365,OAS1_0130_MR1_mpr-4,20996.057927317754,99115.67593621011,22613.988844658154,425447.9172639947
313,1614.1579175331606,1620.674917200209,4056.660792746428,1472.4989247704755,143477.9216697564,88533.78347683579,89898.23740712626,34562.050234235314,11079.92843392981,12915.321340160142,7271.2566285137,8295.454576187736,3746.2458086054353,5858.782700676566,2449.362874862792,903.118953859926,6740.635655622964,18126.863073904053,113211.94621603593,OAS1_0425_MR1_mpr-4,18455.80005709876,89898.23740712626,66766.66158891146,381939.3984868317
